UniLog;Empfänger
Zeit [Sek];SpannungRx [V];Spannung [V];Strom [A];Ladung [mAh];Leistung [W];Energie [Wh];Spannung/Zelle [V];Drehzahl [1/min];Wirkungsgrad [%];Höhe [m];Steigrate [m/sec];Temperatur 1 [°C];ServoImpuls [µs];InternTemperatur [°C]
  2012-10-23 17:15:03.263; 5.040;11.570;8.620;0.000;99.733;0.246;2.892;594.000;0.534;2.300;0.103;-100.000;1800.000;19.100
  2012-10-23 17:15:03.326; 5.040;11.570;8.490;0.000;98.229;0.247;2.892;594.000;0.542;2.400;0.101;-100.000;1800.000;19.100
  2012-10-23 17:15:03.388; 5.040;11.570;8.560;0.000;99.039;0.249;2.892;594.000;0.537;2.300;0.101;-100.000;1800.000;19.100
  2012-10-23 17:15:03.451; 5.040;11.570;8.700;0.000;100.659;0.251;2.892;594.000;0.529;2.300;0.101;-100.000;1800.000;19.100
  2012-10-23 17:15:03.513; 5.040;11.570;8.800;0.000;101.816;0.253;2.892;594.000;0.523;2.300;0.101;-100.000;1800.000;19.100
  2012-10-23 17:15:03.576; 5.040;11.560;8.780;0.000;101.496;0.254;2.890;594.000;0.524;2.400;0.101;-100.000;1800.000;19.100
  2012-10-23 17:15:03.638; 5.040;11.560;8.720;0.000;100.803;0.256;2.890;594.000;0.528;2.300;0.101;-100.000;1800.000;19.100
  2012-10-23 17:15:03.701; 5.040;11.560;8.740;0.000;101.034;0.258;2.890;594.000;0.527;2.300;0.102;-100.000;1799.000;19.100
  2012-10-23 17:15:03.763; 5.040;11.560;8.820;0.000;101.959;0.260;2.890;594.000;0.522;2.300;0.102;-100.000;1527.000;19.100
  2012-10-23 17:15:03.826; 5.040;11.570;8.570;0.000;99.154;0.261;2.892;592.000;0.531;2.300;0.102;-100.000;1526.000;19.100
  2012-10-23 17:15:03.888; 5.040;11.730;2.170;0.000;25.454;0.262;2.932;531.000;0.000;2.200;0.102;-100.000;1526.000;19.100
  2012-10-23 17:15:03.951; 5.040;11.740;2.310;0.000;27.119;0.262;2.935;456.000;0.000;2.200;0.102;-100.000;1527.000;19.100
  2012-10-23 17:15:04.013; 5.040;11.730;2.520;0.000;29.559;0.263;2.932;421.000;0.000;2.200;0.102;-100.000;1526.000;19.100
  2012-10-23 17:15:04.076; 5.040;11.730;2.720;0.000;31.905;0.263;2.932;405.000;0.000;2.200;0.102;-100.000;1526.000;19.100
  2012-10-23 17:15:04.138; 5.040;11.730;2.800;0.000;32.844;0.264;2.932;399.000;0.000;2.200;0.102;-100.000;1526.000;19.100
  2012-10-23 17:15:04.201; 5.040;11.730;2.840;0.000;33.313;0.264;2.932;397.000;0.000;2.300;0.102;-100.000;1526.000;19.100
  2012-10-23 17:15:04.263; 5.040;11.730;2.810;0.000;32.961;0.265;2.932;397.000;0.000;2.300;0.102;-100.000;1526.000;19.100
  2012-10-23 17:15:04.326; 5.040;11.740;2.870;0.000;33.693;0.266;2.935;396.000;0.000;2.400;0.102;-100.000;1526.000;19.100
  2012-10-23 17:15:04.388; 5.040;11.740;2.870;0.000;33.693;0.266;2.935;396.000;0.000;2.400;0.102;-100.000;1526.000;19.100
  2012-10-23 17:15:04.451; 5.040;11.740;2.870;0.000;33.693;0.267;2.935;396.000;0.000;2.500;0.101;-100.000;1526.000;19.100
  2012-10-23 17:15:04.513; 5.040;11.740;2.850;0.000;33.459;0.267;2.935;396.000;0.000;2.400;0.101;-100.000;1527.000;19.100
  2012-10-23 17:15:04.576; 5.040;11.740;2.870;0.000;33.693;0.268;2.935;396.000;0.000;2.500;0.101;-100.000;1526.000;19.100
  2012-10-23 17:15:04.638; 5.040;11.740;2.850;0.000;33.459;0.269;2.935;396.000;0.000;2.400;0.101;-100.000;1526.000;19.100
  2012-10-23 17:15:04.701; 5.040;11.740;2.860;0.000;33.576;0.269;2.935;396.000;0.000;2.300;0.101;-100.000;1525.000;19.100
  2012-10-23 17:15:04.763; 5.040;11.740;2.850;0.000;33.459;0.270;2.935;397.000;0.000;2.200;0.101;-100.000;1526.000;19.100
  2012-10-23 17:15:04.826; 5.040;11.740;2.870;0.000;33.693;0.270;2.935;396.000;0.000;2.200;0.102;-100.000;1526.000;19.100
  2012-10-23 17:15:04.888; 5.040;11.740;2.860;0.000;33.576;0.271;2.935;396.000;0.000;2.200;0.102;-100.000;1527.000;19.100
  2012-10-23 17:15:04.951; 5.040;11.750;2.880;0.000;33.840;0.271;2.937;396.000;0.000;2.200;0.102;-100.000;1526.000;19.100
  2012-10-23 17:15:05.013; 5.040;11.750;2.860;0.000;33.605;0.272;2.937;397.000;0.000;2.300;0.104;-100.000;1526.000;19.100
  2012-10-23 17:15:05.076; 5.040;11.750;2.830;0.000;33.252;0.273;2.937;396.000;0.000;2.300;0.104;-100.000;1526.000;19.100
  2012-10-23 17:15:05.138; 5.040;11.750;2.870;0.000;33.722;0.273;2.937;396.000;0.000;2.300;0.104;-100.000;1526.000;19.100
  2012-10-23 17:15:05.201; 5.040;11.750;2.880;0.000;33.840;0.274;2.937;396.000;0.000;2.400;0.105;-100.000;1527.000;19.100
  2012-10-23 17:15:05.263; 5.040;11.750;2.840;0.000;33.370;0.274;2.937;397.000;0.000;2.400;0.105;-100.000;1526.000;19.100
  2012-10-23 17:15:05.326; 5.040;11.750;2.900;0.000;34.075;0.275;2.937;396.000;0.000;2.600;0.105;-100.000;1526.000;19.100
  2012-10-23 17:15:05.388; 5.040;11.750;2.830;0.000;33.252;0.276;2.937;396.000;0.000;2.700;0.105;-100.000;1526.000;19.100
  2012-10-23 17:15:05.451; 5.040;11.750;2.870;0.000;33.722;0.276;2.937;397.000;0.000;2.800;0.105;-100.000;1526.000;19.100
  2012-10-23 17:15:05.513; 5.040;11.750;2.830;0.000;33.252;0.277;2.937;396.000;0.000;2.800;0.105;-100.000;1526.000;19.100
  2012-10-23 17:15:05.576; 5.040;11.750;2.900;0.000;34.075;0.277;2.937;396.000;0.000;2.800;0.106;-100.000;1526.000;19.100
  2012-10-23 17:15:05.638; 5.040;11.750;2.870;0.000;33.722;0.278;2.937;396.000;0.000;2.800;0.106;-100.000;1526.000;19.100
  2012-10-23 17:15:05.701; 5.040;11.750;2.870;0.000;33.722;0.278;2.937;396.000;0.000;2.800;0.106;-100.000;1526.000;19.100
  2012-10-23 17:15:05.763; 5.040;11.750;2.880;0.000;33.840;0.279;2.937;397.000;0.000;2.800;0.110;-100.000;1526.000;19.100
  2012-10-23 17:15:05.826; 5.040;11.750;2.870;0.000;33.722;0.280;2.937;396.000;0.000;2.900;0.110;-100.000;1526.000;19.100
  2012-10-23 17:15:05.888; 5.040;11.760;2.860;0.000;33.633;0.280;2.940;396.000;0.000;3.000;0.110;-100.000;1526.000;19.100
  2012-10-23 17:15:05.951; 5.040;11.750;2.840;0.000;33.370;0.281;2.937;397.000;0.000;2.900;0.112;-100.000;1526.000;19.100
  2012-10-23 17:15:06.013; 5.040;11.750;2.870;0.000;33.722;0.281;2.937;396.000;0.000;3.000;0.112;-100.000;1526.000;19.100
  2012-10-23 17:15:06.076; 5.040;11.750;2.840;0.000;33.370;0.282;2.937;397.000;0.000;2.900;0.112;-100.000;1527.000;19.100
  2012-10-23 17:15:06.138; 5.040;11.760;2.890;0.000;33.986;0.283;2.940;397.000;0.000;2.900;0.115;-100.000;1527.000;19.100
  2012-10-23 17:15:06.201; 5.040;11.760;2.880;0.000;33.868;0.283;2.940;397.000;0.000;2.900;0.115;-100.000;1526.000;19.100
  2012-10-23 17:15:06.263; 5.040;11.760;2.850;0.000;33.516;0.284;2.940;397.000;0.000;3.000;0.115;-100.000;1525.000;19.100
  2012-10-23 17:15:06.326; 5.040;11.760;2.830;0.000;33.280;0.284;2.940;397.000;0.000;2.900;0.116;-100.000;1526.000;19.100
  2012-10-23 17:15:06.388; 5.040;11.760;2.860;0.000;33.633;0.285;2.940;397.000;0.000;2.800;0.116;-100.000;1526.000;19.100
  2012-10-23 17:15:06.451; 5.040;11.760;2.830;0.000;33.280;0.285;2.940;397.000;0.000;2.800;0.116;-100.000;1526.000;19.100
  2012-10-23 17:15:06.513; 5.040;11.760;2.870;0.000;33.751;0.286;2.940;397.000;0.000;2.800;0.114;-100.000;1526.000;19.100
  2012-10-23 17:15:06.576; 5.040;11.760;2.880;0.000;33.868;0.287;2.940;396.000;0.000;2.800;0.114;-100.000;1526.000;19.100
  2012-10-23 17:15:06.638; 5.040;11.760;2.850;0.000;33.516;0.287;2.940;397.000;0.000;2.800;0.114;-100.000;1525.000;19.100
  2012-10-23 17:15:06.701; 5.040;11.760;2.830;0.000;33.280;0.288;2.940;397.000;0.000;2.800;0.112;-100.000;1526.000;19.100
  2012-10-23 17:15:06.763; 5.040;11.760;2.830;0.000;33.280;0.288;2.940;397.000;0.000;2.800;0.112;-100.000;1526.000;19.100
  2012-10-23 17:15:06.826; 5.040;11.760;2.870;0.000;33.751;0.289;2.940;397.000;0.000;2.800;0.112;-100.000;1526.000;19.100
  2012-10-23 17:15:06.888; 5.040;11.760;2.850;0.000;33.516;0.290;2.940;397.000;0.000;2.700;0.111;-100.000;1526.000;19.100
  2012-10-23 17:15:06.951; 5.040;11.690;6.170;0.000;72.127;0.291;2.922;413.000;0.248;2.600;0.111;-100.000;1800.000;19.100
  2012-10-23 17:15:07.013; 5.050;11.510;12.410;0.000;142.839;0.293;2.877;545.000;0.288;2.700;0.111;-100.000;1800.000;19.100
  2012-10-23 17:15:07.076; 5.040;11.590;9.090;0.000;105.353;0.295;2.897;589.000;0.492;2.600;0.111;-100.000;1799.000;19.100
  2012-10-23 17:15:07.138; 5.040;11.590;8.720;0.000;101.064;0.297;2.897;594.000;0.527;2.700;0.111;-100.000;1800.000;19.100
  2012-10-23 17:15:07.201; 5.040;11.590;8.660;0.000;100.369;0.299;2.897;595.000;0.533;2.700;0.111;-100.000;1800.000;19.100
  2012-10-23 17:15:07.263; 5.040;11.590;8.690;0.000;100.717;0.300;2.897;594.000;0.528;2.800;0.112;-100.000;1800.000;19.100
  2012-10-23 17:15:07.326; 5.040;11.590;8.600;0.000;99.674;0.302;2.897;594.000;0.534;2.800;0.112;-100.000;1800.000;19.100
  2012-10-23 17:15:07.388; 5.040;11.590;8.560;0.000;99.210;0.304;2.897;595.000;0.539;2.900;0.112;-100.000;1801.000;19.100
  2012-10-23 17:15:07.451; 5.040;11.580;8.580;0.000;99.356;0.306;2.895;594.000;0.536;2.800;0.109;-100.000;1800.000;19.100
  2012-10-23 17:15:07.513; 5.040;11.580;8.680;0.000;100.514;0.307;2.895;594.000;0.529;2.800;0.109;-100.000;1799.000;19.100
  2012-10-23 17:15:07.576; 5.040;11.580;8.720;0.000;100.977;0.309;2.895;594.000;0.527;2.800;0.109;-100.000;1800.000;19.100
  2012-10-23 17:15:07.638; 5.040;11.580;8.790;0.000;101.788;0.311;2.895;594.000;0.523;2.700;0.107;-100.000;1799.000;19.100
  2012-10-23 17:15:07.701; 5.040;11.580;8.780;0.000;101.672;0.313;2.895;595.000;0.526;2.700;0.107;-100.000;1800.000;19.100
  2012-10-23 17:15:07.763; 5.040;11.580;8.810;0.000;102.019;0.314;2.895;594.000;0.522;2.600;0.107;-100.000;1799.000;19.100
  2012-10-23 17:15:07.826; 5.040;11.570;8.800;0.000;101.816;0.316;2.892;594.000;0.523;2.700;0.106;-100.000;1800.000;19.100
  2012-10-23 17:15:07.888; 5.040;11.570;8.770;0.000;101.468;0.318;2.892;594.000;0.524;2.700;0.106;-100.000;1800.000;19.100
  2012-10-23 17:15:07.951; 5.040;11.570;8.640;0.000;99.964;0.320;2.892;594.000;0.532;2.700;0.106;-100.000;1800.000;19.100
  2012-10-23 17:15:08.013; 5.040;11.570;8.630;0.000;99.849;0.321;2.892;594.000;0.533;2.700;0.106;-100.000;1800.000;19.100
  2012-10-23 17:15:08.076; 5.040;11.570;8.630;0.000;99.849;0.323;2.892;593.000;0.530;2.800;0.106;-100.000;1800.000;19.100
  2012-10-23 17:15:08.138; 5.040;11.570;8.660;0.000;100.196;0.325;2.892;594.000;0.531;2.700;0.106;-100.000;1799.000;19.100
  2012-10-23 17:15:08.201; 5.040;11.560;8.580;0.000;99.184;0.327;2.890;594.000;0.537;2.700;0.105;-100.000;1800.000;19.100
  2012-10-23 17:15:08.263; 5.040;11.560;8.520;0.000;98.491;0.328;2.890;594.000;0.540;2.700;0.105;-100.000;1800.000;19.100
  2012-10-23 17:15:08.326; 5.040;11.560;8.560;0.000;98.953;0.330;2.890;594.000;0.538;2.600;0.105;-100.000;1800.000;19.100
  2012-10-23 17:15:08.388; 5.040;11.560;8.630;0.000;99.762;0.332;2.890;594.000;0.533;2.600;0.102;-100.000;1800.000;19.100
  2012-10-23 17:15:08.451; 5.040;11.560;8.690;0.000;100.456;0.333;2.890;593.000;0.527;2.700;0.102;-100.000;1799.000;19.100
  2012-10-23 17:15:08.513; 5.040;11.560;8.690;0.000;100.456;0.335;2.890;593.000;0.527;2.800;0.102;-100.000;1799.000;19.100
  2012-10-23 17:15:08.576; 5.040;11.560;8.700;0.000;100.572;0.337;2.890;593.000;0.526;2.900;0.099;-100.000;1800.000;19.100
  2012-10-23 17:15:08.638; 5.040;11.560;8.730;0.000;100.918;0.339;2.890;593.000;0.525;2.900;0.099;-100.000;1800.000;19.100
  2012-10-23 17:15:08.701; 5.040;11.560;8.780;0.000;101.496;0.340;2.890;594.000;0.524;3.000;0.099;-100.000;1526.000;19.100
  2012-10-23 17:15:08.763; 5.040;11.630;5.390;0.000;62.685;0.342;2.907;577.000;0.778;2.900;0.094;-100.000;1527.000;19.100
  2012-10-23 17:15:08.826; 5.040;11.730;2.170;0.000;25.454;0.342;2.932;488.000;0.000;2.900;0.094;-100.000;1527.000;19.100
  2012-10-23 17:15:08.888; 5.040;11.730;2.440;0.000;28.621;0.342;2.932;435.000;0.000;2.900;0.094;-100.000;1527.000;19.100
  2012-10-23 17:15:08.951; 5.040;11.720;2.630;0.000;30.823;0.343;2.930;411.000;0.000;3.000;0.088;-100.000;1526.000;19.200
  2012-10-23 17:15:09.013; 5.040;11.720;2.790;0.000;32.698;0.344;2.930;402.000;0.000;2.900;0.088;-100.000;1527.000;19.200
  2012-10-23 17:15:09.076; 5.040;11.720;2.770;0.000;32.464;0.344;2.930;398.000;0.000;2.900;0.088;-100.000;1527.000;19.200
  2012-10-23 17:15:09.138; 5.040;11.720;2.840;0.000;33.284;0.345;2.930;396.000;0.000;2.900;0.084;-100.000;1527.000;19.200
  2012-10-23 17:15:09.201; 5.040;11.720;2.770;0.000;32.464;0.345;2.930;396.000;0.000;2.900;0.084;-100.000;1527.000;19.100
  2012-10-23 17:15:09.263; 5.040;11.730;2.870;0.000;33.665;0.346;2.932;396.000;0.000;2.800;0.084;-100.000;1527.000;19.100
  2012-10-23 17:15:09.326; 5.040;11.730;2.850;0.000;33.430;0.346;2.932;396.000;0.000;2.800;0.081;-100.000;1527.000;19.100
  2012-10-23 17:15:09.388; 5.040;11.730;2.840;0.000;33.313;0.347;2.932;396.000;0.000;2.800;0.081;-100.000;1526.000;19.100
  2012-10-23 17:15:09.451; 5.040;11.730;2.860;0.000;33.547;0.348;2.932;396.000;0.000;2.800;0.081;-100.000;1525.000;19.100
  2012-10-23 17:15:09.513; 5.040;11.730;2.870;0.000;33.665;0.348;2.932;396.000;0.000;2.800;0.077;-100.000;1526.000;19.100
  2012-10-23 17:15:09.576; 5.040;11.730;2.830;0.000;33.195;0.349;2.932;396.000;0.000;2.900;0.077;-100.000;1527.000;19.200
  2012-10-23 17:15:09.638; 5.040;11.730;2.860;0.000;33.547;0.349;2.932;396.000;0.000;3.000;0.077;-100.000;1527.000;19.200
  2012-10-23 17:15:09.701; 5.040;11.730;2.840;0.000;33.313;0.350;2.932;396.000;0.000;3.000;0.071;-100.000;1527.000;19.200
  2012-10-23 17:15:09.763; 5.040;11.740;2.800;0.000;32.872;0.350;2.935;396.000;0.000;3.000;0.071;-100.000;1527.000;19.200
  2012-10-23 17:15:09.826; 5.040;11.740;2.870;0.000;33.693;0.351;2.935;396.000;0.000;3.100;0.071;-100.000;1526.000;19.200
  2012-10-23 17:15:09.888; 5.040;11.740;2.860;0.000;33.576;0.352;2.935;396.000;0.000;3.100;0.066;-100.000;1526.000;19.200
  2012-10-23 17:15:09.951; 5.040;11.740;2.840;0.000;33.341;0.352;2.935;396.000;0.000;3.100;0.066;-100.000;1526.000;19.100
  2012-10-23 17:15:10.013; 5.040;11.740;2.840;0.000;33.341;0.353;2.935;396.000;0.000;3.100;0.066;-100.000;1527.000;19.200
  2012-10-23 17:15:10.076; 5.040;11.740;2.850;0.000;33.459;0.353;2.935;396.000;0.000;3.100;0.062;-100.000;1527.000;19.100
  2012-10-23 17:15:10.138; 5.040;11.740;2.840;0.000;33.341;0.354;2.935;396.000;0.000;3.100;0.062;-100.000;1526.000;19.200
  2012-10-23 17:15:10.201; 5.040;11.740;2.850;0.000;33.459;0.355;2.935;396.000;0.000;3.100;0.062;-100.000;1526.000;19.200
  2012-10-23 17:15:10.263; 5.040;11.740;2.830;0.000;33.224;0.355;2.935;396.000;0.000;3.100;0.061;-100.000;1800.000;19.200
  2012-10-23 17:15:10.326; 5.040;11.560;10.430;0.000;120.570;0.357;2.890;451.000;0.193;3.100;0.061;-100.000;1800.000;19.200
  2012-10-23 17:15:10.388; 5.040;11.530;10.090;0.000;116.337;0.359;2.882;571.000;0.406;3.200;0.061;-100.000;1800.000;19.200
  2012-10-23 17:15:10.451; 5.040;11.570;8.710;0.000;100.774;0.361;2.892;591.000;0.520;3.100;0.062;-100.000;1800.000;19.200
  2012-10-23 17:15:10.513; 5.040;11.580;8.590;0.000;99.472;0.363;2.895;593.000;0.532;3.100;0.062;-100.000;1800.000;19.200
  2012-10-23 17:15:10.576; 5.040;11.580;8.710;0.000;100.861;0.364;2.895;594.000;0.528;3.100;0.062;-100.000;1800.000;19.200
  2012-10-23 17:15:10.638; 5.040;11.570;8.730;0.000;101.006;0.366;2.892;593.000;0.524;3.000;0.063;-100.000;1800.000;19.200
  2012-10-23 17:15:10.701; 5.040;11.570;8.750;0.000;101.237;0.368;2.892;593.000;0.523;3.000;0.063;-100.000;1800.000;19.200
  2012-10-23 17:15:10.763; 5.040;11.570;8.760;0.000;101.353;0.370;2.892;594.000;0.525;3.100;0.063;-100.000;1800.000;19.200
  2012-10-23 17:15:10.826; 5.040;11.560;8.660;0.000;100.109;0.371;2.890;594.000;0.532;3.200;0.064;-100.000;1800.000;19.200
  2012-10-23 17:15:10.888; 5.040;11.560;8.690;0.000;100.456;0.373;2.890;594.000;0.530;3.300;0.064;-100.000;1800.000;19.200
  2012-10-23 17:15:10.951; 5.040;11.560;8.620;0.000;99.647;0.375;2.890;594.000;0.534;3.400;0.064;-100.000;1800.000;19.200
  2012-10-23 17:15:11.013; 5.040;11.560;8.640;0.000;99.878;0.377;2.890;594.000;0.533;3.400;0.065;-100.000;1800.000;19.200
  2012-10-23 17:15:11.076; 5.040;11.560;8.600;0.000;99.416;0.378;2.890;594.000;0.535;3.400;0.065;-100.000;1799.000;19.200
  2012-10-23 17:15:11.138; 5.040;11.560;8.520;0.000;98.491;0.380;2.890;594.000;0.540;3.400;0.065;-100.000;1800.000;19.200
  2012-10-23 17:15:11.201; 5.040;11.560;8.590;0.000;99.300;0.382;2.890;594.000;0.536;3.400;0.065;-100.000;1800.000;19.200
  2012-10-23 17:15:11.263; 5.040;11.560;8.680;0.000;100.340;0.384;2.890;593.000;0.528;3.500;0.065;-100.000;1800.000;19.200
  2012-10-23 17:15:11.326; 5.040;11.560;8.690;0.000;100.456;0.385;2.890;593.000;0.527;3.500;0.065;-100.000;1800.000;19.200
  2012-10-23 17:15:11.388; 5.040;11.560;8.790;0.000;101.612;0.387;2.890;593.000;0.521;3.400;0.064;-100.000;1800.000;19.200
  2012-10-23 17:15:11.451; 5.040;11.560;8.770;0.000;101.381;0.389;2.890;593.000;0.522;3.400;0.064;-100.000;1800.000;19.200
  2012-10-23 17:15:11.513; 5.040;11.550;8.790;0.000;101.524;0.391;2.887;593.000;0.522;3.300;0.064;-100.000;1800.000;19.200
  2012-10-23 17:15:11.576; 5.040;11.550;8.660;0.000;100.023;0.392;2.887;593.000;0.529;3.200;0.065;-100.000;1800.000;19.200
  2012-10-23 17:15:11.638; 5.040;11.550;8.650;0.000;99.907;0.394;2.887;593.000;0.530;3.100;0.065;-100.000;1800.000;19.200
  2012-10-23 17:15:11.701; 5.040;11.550;8.620;0.000;99.561;0.396;2.887;593.000;0.532;3.100;0.065;-100.000;1800.000;19.200
  2012-10-23 17:15:11.763; 5.040;11.550;8.640;0.000;99.792;0.398;2.887;593.000;0.531;3.100;0.062;-100.000;1527.000;19.200
  2012-10-23 17:15:11.826; 5.040;11.550;8.620;0.000;99.561;0.399;2.887;593.000;0.532;3.100;0.062;-100.000;1527.000;19.200
  2012-10-23 17:15:11.888; 5.040;11.710;2.180;0.000;25.527;0.400;2.927;535.000;0.000;3.200;0.062;-100.000;1527.000;19.200
  2012-10-23 17:15:11.951; 5.040;11.710;2.360;0.000;27.635;0.400;2.927;457.000;0.000;3.200;0.059;-100.000;1526.000;19.200
  2012-10-23 17:15:12.013; 5.040;11.710;2.570;0.000;30.094;0.401;2.927;422.000;0.000;3.200;0.059;-100.000;1527.000;19.200
  2012-10-23 17:15:12.076; 5.040;11.710;2.690;0.000;31.499;0.401;2.927;405.000;0.000;3.200;0.059;-100.000;1527.000;19.200
  2012-10-23 17:15:12.138; 5.040;11.710;2.840;0.000;33.256;0.402;2.927;400.000;0.000;3.300;0.060;-100.000;1526.000;19.200
  2012-10-23 17:15:12.201; 5.040;11.710;2.800;0.000;32.788;0.402;2.927;397.000;0.000;3.200;0.060;-100.000;1527.000;19.200
  2012-10-23 17:15:12.263; 5.040;11.710;2.850;0.000;33.373;0.403;2.927;396.000;0.000;3.300;0.060;-100.000;1526.000;19.200
  2012-10-23 17:15:12.326; 5.040;11.710;2.810;0.000;32.905;0.404;2.927;396.000;0.000;3.300;0.061;-100.000;1526.000;19.200
  2012-10-23 17:15:12.388; 5.040;11.710;2.830;0.000;33.139;0.404;2.927;396.000;0.000;3.300;0.061;-100.000;1526.000;19.200
  2012-10-23 17:15:12.451; 5.040;11.720;2.820;0.000;33.050;0.405;2.930;396.000;0.000;3.200;0.061;-100.000;1526.000;19.200
  2012-10-23 17:15:12.513; 5.040;11.720;2.840;0.000;33.284;0.405;2.930;396.000;0.000;3.200;0.060;-100.000;1526.000;19.200
  2012-10-23 17:15:12.576; 5.040;11.720;2.830;0.000;33.167;0.406;2.930;396.000;0.000;3.100;0.060;-100.000;1526.000;19.200
  2012-10-23 17:15:12.638; 5.040;11.720;2.850;0.000;33.402;0.406;2.930;396.000;0.000;3.000;0.060;-100.000;1526.000;19.200
  2012-10-23 17:15:12.701; 5.040;11.720;2.860;0.000;33.519;0.407;2.930;396.000;0.000;3.000;0.057;-100.000;1527.000;19.200
  2012-10-23 17:15:12.763; 5.040;11.720;2.820;0.000;33.050;0.408;2.930;396.000;0.000;3.100;0.057;-100.000;1526.000;19.200
  2012-10-23 17:15:12.826; 5.040;11.720;2.860;0.000;33.519;0.408;2.930;396.000;0.000;3.200;0.057;-100.000;1526.000;19.200
  2012-10-23 17:15:12.888; 5.040;11.720;2.800;0.000;32.816;0.409;2.930;396.000;0.000;3.300;0.054;-100.000;1526.000;19.200
  2012-10-23 17:15:12.951; 5.040;11.730;2.840;0.000;33.313;0.409;2.932;396.000;0.000;3.300;0.054;-100.000;1525.000;19.200
  2012-10-23 17:15:13.013; 5.040;11.720;2.870;0.000;33.636;0.410;2.930;396.000;0.000;3.400;0.054;-100.000;1526.000;19.200
  2012-10-23 17:15:13.076; 5.040;11.730;2.830;0.000;33.195;0.410;2.932;396.000;0.000;3.400;0.050;-100.000;1527.000;19.200
  2012-10-23 17:15:13.138; 5.040;11.730;2.830;0.000;33.195;0.411;2.932;396.000;0.000;3.300;0.050;-100.000;1526.000;19.200
  2012-10-23 17:15:13.201; 5.040;11.730;2.870;0.000;33.665;0.412;2.932;396.000;0.000;3.300;0.050;-100.000;1527.000;19.200
  2012-10-23 17:15:13.263; 5.040;11.730;2.800;0.000;32.844;0.412;2.932;396.000;0.000;3.300;0.044;-100.000;1526.000;19.200
  2012-10-23 17:15:13.326; 5.040;11.730;2.830;0.000;33.195;0.413;2.932;396.000;0.000;3.200;0.044;-100.000;1526.000;19.200
  2012-10-23 17:15:13.388; 5.040;11.730;2.870;0.000;33.665;0.413;2.932;396.000;0.000;3.200;0.044;-100.000;1527.000;19.200
  2012-10-23 17:15:13.451; 5.040;11.730;2.800;0.000;32.844;0.414;2.932;396.000;0.000;3.200;0.040;-100.000;1527.000;19.200
  2012-10-23 17:15:13.513; 5.040;11.730;2.860;0.000;33.547;0.415;2.932;397.000;0.000;3.200;0.040;-100.000;1526.000;19.200
  2012-10-23 17:15:13.576; 5.040;11.730;2.830;0.000;33.195;0.415;2.932;396.000;0.000;3.200;0.040;-100.000;1527.000;19.200
  2012-10-23 17:15:13.638; 5.040;11.730;2.840;0.000;33.313;0.416;2.932;397.000;0.000;3.200;0.038;-100.000;1526.000;19.200
  2012-10-23 17:15:13.701; 5.040;11.730;2.850;0.000;33.430;0.416;2.932;397.000;0.000;3.100;0.038;-100.000;1527.000;19.200
  2012-10-23 17:15:13.763; 5.040;11.730;2.850;0.000;33.430;0.417;2.932;397.000;0.000;3.200;0.038;-100.000;1527.000;19.200
  2012-10-23 17:15:13.826; 5.040;11.730;2.840;0.000;33.313;0.417;2.932;397.000;0.000;3.200;0.036;-100.000;1527.000;19.200
  2012-10-23 17:15:13.888; 5.040;11.730;2.830;0.000;33.195;0.418;2.932;397.000;0.000;3.100;0.036;-100.000;1527.000;19.200
  2012-10-23 17:15:13.951; 5.040;11.730;2.830;0.000;33.195;0.419;2.932;397.000;0.000;3.100;0.036;-100.000;1526.000;19.200
  2012-10-23 17:15:14.013; 5.040;11.730;2.820;0.000;33.078;0.419;2.932;397.000;0.000;3.100;0.033;-100.000;1525.000;19.200
  2012-10-23 17:15:14.076; 5.040;11.730;2.830;0.000;33.195;0.420;2.932;397.000;0.000;3.100;0.033;-100.000;1526.000;19.200
  2012-10-23 17:15:14.138; 5.040;11.730;2.870;0.000;33.665;0.420;2.932;396.000;0.000;3.200;0.033;-100.000;1525.000;19.200
  2012-10-23 17:15:14.201; 5.040;11.730;2.850;0.000;33.430;0.421;2.932;396.000;0.000;3.200;0.028;-100.000;1526.000;19.200
  2012-10-23 17:15:14.263; 5.040;11.730;2.900;0.000;34.017;0.421;2.932;397.000;0.000;3.200;0.028;-100.000;1526.000;19.200
  2012-10-23 17:15:14.326; 5.040;11.740;2.870;0.000;33.693;0.422;2.935;396.000;0.000;3.200;0.028;-100.000;1527.000;19.200
  2012-10-23 17:15:14.388; 5.040;11.740;2.820;0.000;33.106;0.423;2.935;397.000;0.000;3.200;0.022;-100.000;1526.000;19.200
  2012-10-23 17:15:14.451; 5.040;11.740;2.890;0.000;33.928;0.423;2.935;397.000;0.000;3.200;0.022;-100.000;1526.000;19.200
  2012-10-23 17:15:14.513; 5.040;11.740;2.840;0.000;33.341;0.424;2.935;396.000;0.000;3.200;0.022;-100.000;1525.000;19.200
  2012-10-23 17:15:14.576; 5.040;11.740;2.800;0.000;32.872;0.424;2.935;397.000;0.000;3.200;0.018;-100.000;1527.000;19.200
  2012-10-23 17:15:14.638; 5.040;11.740;2.870;0.000;33.693;0.425;2.935;396.000;0.000;3.100;0.018;-100.000;1527.000;19.200
  2012-10-23 17:15:14.701; 5.040;11.740;2.850;0.000;33.459;0.426;2.935;397.000;0.000;3.100;0.018;-100.000;1527.000;19.200
