UniLog;Empfänger
Zeit [Sek];SpannungRx [V];Spannung [V];Strom [A];Ladung [mAh];Leistung [W];Energie [Wh];Spannung/Zelle [V];Drehzahl [1/min];Wirkungsgrad [%];Höhe [m];Steigrate [m/sec];Temperatur 1 [°C];ServoImpuls [µs];InternTemperatur [°C]
  2012-10-23 17:32:25.199; 5.040;12.29;0.0;0.00;0;0.345;3.072;0;0.000;1.700;0.000;-100.000;1151;20.500
  2012-10-23 17:32:25.261; 5.040;12.29;0.0;0.00;0;0.345;3.072;0;0.000;1.700;0.000;-100.000;1152;20.500
  2012-10-23 17:32:25.324; 5.040;12.29;0.0;0.00;0;0.345;3.072;0;0.000;1.700;0.000;-100.000;1151;20.500
  2012-10-23 17:32:25.386; 5.040;12.29;0.0;0.00;0;0.345;3.072;0;0.000;1.700;0.000;-100.000;1152;20.600
  2012-10-23 17:32:25.449; 5.040;12.29;0.0;0.00;0;0.345;3.072;0;0.000;1.700;0.000;-100.000;1151;20.500
  2012-10-23 17:32:25.511; 5.040;12.29;0.0;0.00;0;0.345;3.072;0;0.000;1.700;0.000;-100.000;1152;20.500
  2012-10-23 17:32:25.574; 5.040;12.29;0.0;0.00;0;0.345;3.072;0;0.000;1.600;0.000;-100.000;1152;20.500
  2012-10-23 17:32:25.636; 5.040;12.29;0.0;0.00;0;0.345;3.072;0;0.000;1.600;0.000;-100.000;1152;20.500
  2012-10-23 17:32:25.699; 5.040;12.29;0.0;0.00;0;0.345;3.072;0;0.000;1.600;0.000;-100.000;1152;20.500
  2012-10-23 17:32:25.761; 5.040;12.29;0.0;0.00;0;0.345;3.072;0;0.000;1.700;0.000;-100.000;1152;20.500
  2012-10-23 17:32:25.824; 5.040;12.29;0.0;0.00;0;0.345;3.072;0;0.000;1.700;0.000;-100.000;1152;20.500
  2012-10-23 17:32:25.886; 5.040;12.29;0.0;0.00;0;0.345;3.072;0;0.000;1.700;0.000;-100.000;1151;20.500
  2012-10-23 17:32:25.949; 5.040;12.29;0.0;0.00;0;0.345;3.072;0;0.000;1.800;0.000;-100.000;1151;20.500
  2012-10-23 17:32:26.011; 5.040;12.29;0.0;0.00;0;0.345;3.072;0;0.000;1.700;0.000;-100.000;1151;20.500
  2012-10-23 17:32:26.074; 5.040;12.29;0.0;0.00;0;0.345;3.072;0;0.000;1.700;0.000;-100.000;1152;20.500
  2012-10-23 17:32:26.136; 5.040;12.29;0.0;0.00;0;0.345;3.072;0;0.000;1.600;0.000;-100.000;1152;20.500
  2012-10-23 17:32:26.199; 5.040;12.29;0.0;0.00;0;0.345;3.072;0;0.000;1.600;0.000;-100.000;1152;20.500
  2012-10-23 17:32:26.261; 5.040;12.29;0.0;0.00;0;0.345;3.072;0;0.000;1.500;0.000;-100.000;1152;20.500
  2012-10-23 17:32:26.324; 5.040;12.29;0.0;0.00;0;0.345;3.072;0;0.000;1.400;0.000;-100.000;1151;20.500
  2012-10-23 17:32:26.386; 5.040;12.29;0.0;0.00;0;0.345;3.072;0;0.000;1.400;0.000;-100.000;1152;20.500
  2012-10-23 17:32:26.449; 5.040;12.29;0.0;0.00;0;0.345;3.072;0;0.000;1.400;0.000;-100.000;1151;20.500
  2012-10-23 17:32:26.511; 5.040;12.29;0.0;0.00;0;0.345;3.072;0;0.000;1.400;0.000;-100.000;1151;20.500
  2012-10-23 17:32:26.574; 5.040;12.29;0.0;0.00;0;0.345;3.072;0;0.000;1.400;0.000;-100.000;1152;20.500
  2012-10-23 17:32:26.636; 5.040;12.29;0.0;0.00;0;0.345;3.072;0;0.000;1.500;0.000;-100.000;1151;20.500
  2012-10-23 17:32:26.699; 5.040;12.29;0.0;0.00;0;0.345;3.072;0;0.000;1.500;0.000;-100.000;1152;20.500
  2012-10-23 17:32:26.761; 5.040;12.29;0.0;0.00;0;0.345;3.072;0;0.000;1.500;0.000;-100.000;1152;20.500
  2012-10-23 17:32:26.824; 5.040;12.29;0.0;0.00;0;0.345;3.072;0;0.000;1.400;0.000;-100.000;1152;20.500
  2012-10-23 17:32:26.886; 5.040;12.29;0.0;0.00;0;0.345;3.072;0;0.000;1.400;0.000;-100.000;1152;20.500
  2012-10-23 17:32:26.949; 5.040;12.29;0.0;0.00;0;0.345;3.072;0;0.000;1.400;0.000;-100.000;1152;20.500
  2012-10-23 17:32:27.011; 5.040;12.29;0.0;0.00;0;0.345;3.072;0;0.000;1.400;0.000;-100.000;1152;20.500
  2012-10-23 17:32:27.074; 5.040;12.29;0.0;0.00;0;0.345;3.072;0;0.000;1.300;0.000;-100.000;1152;20.500
  2012-10-23 17:32:27.136; 5.040;12.30;0.0;0.00;0;0.345;3.075;0;0.000;1.300;0.000;-100.000;1151;20.500
  2012-10-23 17:32:27.199; 5.040;12.29;0.0;0.00;0;0.345;3.072;0;0.000;1.300;0.000;-100.000;1152;20.500
  2012-10-23 17:32:27.261; 5.040;12.29;0.0;0.00;0;0.345;3.072;0;0.000;1.200;0.000;-100.000;1152;20.500
  2012-10-23 17:32:27.324; 5.040;12.29;0.0;0.00;0;0.345;3.072;0;0.000;1.200;0.000;-100.000;1152;20.500
  2012-10-23 17:32:27.386; 5.040;12.30;0.0;0.00;0;0.345;3.075;0;0.000;1.200;0.000;-100.000;1152;20.500
  2012-10-23 17:32:27.449; 5.040;12.30;0.0;0.00;0;0.345;3.075;0;0.000;1.200;0.000;-100.000;1152;20.500
  2012-10-23 17:32:27.511; 5.040;12.30;0.0;0.00;0;0.345;3.075;0;0.000;1.300;0.000;-100.000;1152;20.500
  2012-10-23 17:32:27.574; 5.040;12.30;0.0;0.00;0;0.345;3.075;0;0.000;1.200;0.000;-100.000;1152;20.500
  2012-10-23 17:32:27.636; 5.040;12.30;0.0;0.00;0;0.345;3.075;0;0.000;1.200;0.000;-100.000;1152;20.500
  2012-10-23 17:32:27.699; 5.040;12.30;0.0;0.00;0;0.345;3.075;0;0.000;1.300;0.000;-100.000;1152;20.500
  2012-10-23 17:32:27.761; 5.040;12.30;0.0;0.00;0;0.345;3.075;0;0.000;1.300;0.000;-100.000;1152;20.500
  2012-10-23 17:32:27.824; 5.040;12.30;0.0;0.00;0;0.345;3.075;0;0.000;1.400;0.000;-100.000;1152;20.500
  2012-10-23 17:32:27.886; 5.040;12.30;0.0;0.00;0;0.345;3.075;0;0.000;1.500;0.000;-100.000;1151;20.500
  2012-10-23 17:32:27.949; 5.040;12.30;0.0;0.00;0;0.345;3.075;0;0.000;1.600;0.000;-100.000;1151;20.500
  2012-10-23 17:32:28.011; 5.040;12.30;0.0;0.00;0;0.345;3.075;0;0.000;1.600;0.000;-100.000;1152;20.500
  2012-10-23 17:32:28.074; 5.040;12.30;0.0;0.00;0;0.345;3.075;0;0.000;1.600;0.000;-100.000;1152;20.500
  2012-10-23 17:32:28.136; 5.040;12.30;0.0;0.00;0;0.345;3.075;0;0.000;1.500;0.000;-100.000;1151;20.500
  2012-10-23 17:32:28.199; 5.040;12.30;0.0;0.00;0;0.345;3.075;0;0.000;1.500;0.000;-100.000;1152;20.500
  2012-10-23 17:32:28.261; 5.040;12.30;0.0;0.00;0;0.345;3.075;0;0.000;1.500;0.000;-100.000;1151;20.500
  2012-10-23 17:32:28.324; 5.040;12.30;0.0;0.00;0;0.345;3.075;0;0.000;1.500;0.000;-100.000;1152;20.500
  2012-10-23 17:32:28.386; 5.040;12.30;0.0;0.00;0;0.345;3.075;0;0.000;1.400;0.000;-100.000;1152;20.500
  2012-10-23 17:32:28.449; 5.040;12.30;0.0;0.00;0;0.345;3.075;0;0.000;1.400;0.000;-100.000;1152;20.500
  2012-10-23 17:32:28.511; 5.040;12.30;0.0;0.00;0;0.345;3.075;0;0.000;1.400;0.000;-100.000;1152;20.500
  2012-10-23 17:32:28.574; 5.040;12.30;0.0;0.00;0;0.345;3.075;0;0.000;1.400;0.000;-100.000;1152;20.500
  2012-10-23 17:32:28.636; 5.040;12.30;0.0;0.00;0;0.345;3.075;0;0.000;1.400;0.000;-100.000;1152;20.500
  2012-10-23 17:32:28.699; 5.040;12.30;0.0;0.00;0;0.345;3.075;0;0.000;1.500;0.000;-100.000;1151;20.500
  2012-10-23 17:32:28.761; 5.040;12.30;0.0;0.00;0;0.345;3.075;0;0.000;1.600;0.000;-100.000;1152;20.500
  2012-10-23 17:32:28.824; 5.040;12.30;0.0;0.00;0;0.345;3.075;0;0.000;1.500;0.000;-100.000;1151;20.500
  2012-10-23 17:32:28.886; 5.040;12.30;0.0;0.00;0;0.345;3.075;0;0.000;1.500;0.000;-100.000;1151;20.500
  2012-10-23 17:32:28.949; 5.040;12.30;0.0;0.00;0;0.345;3.075;0;0.000;1.500;0.000;-100.000;1151;20.500
