UniLog;Empfänger
Zeit [Sek];SpannungRx [V];Spannung [V];Strom [A];Ladung [mAh];Leistung [W];Energie [Wh];Spannung/Zelle [V];Drehzahl [1/min];Wirkungsgrad [%];Höhe [m];Steigrate [m/sec];Temperatur 1 [°C];ServoImpuls [µs];InternTemperatur [°C]
  2012-10-23 16:55:27.599; 5.030;11.80;10.0;0.000;118;0.51;2.950;607;0.483;2.000;-0.001;-100.000;1545;20.600
  2012-10-23 16:55:27.662; 5.030;11.80;10.0;0.000;118;0.51;2.950;608;0.485;2.000;-0.001;-100.000;1545;20.600
  2012-10-23 16:55:27.724; 5.030;11.79;9.9;0.000;117;0.51;2.947;607;0.485;2.000;0.004;-100.000;1545;20.600
  2012-10-23 16:55:27.787; 5.030;11.79;9.8;0.000;116;0.51;2.947;607;0.489;2.000;0.004;-100.000;1545;20.600
  2012-10-23 16:55:27.849; 5.030;11.79;9.9;0.000;116;0.51;2.947;607;0.487;2.100;0.004;-100.000;1544;20.600
  2012-10-23 16:55:27.912; 5.030;11.79;9.8;0.000;115;0.52;2.947;552;0.371;2.000;0.010;-100.000;1425;20.600
  2012-10-23 16:55:27.974; 5.010;11.98;2.6;0.000;31;0.52;2.995;552;0.000;1.900;0.010;-100.000;1425;20.600
  2012-10-23 16:55:28.037; 5.010;12.01;2.3;0.000;28;0.52;3.002;468;0.000;1.900;0.010;-100.000;1425;20.600
  2012-10-23 16:55:28.099; 5.010;12.01;2.5;0.000;31;0.52;3.002;426;0.000;2.000;0.016;-100.000;1425;20.600
  2012-10-23 16:55:28.162; 5.010;12.01;2.7;0.000;33;0.52;3.002;407;0.000;2.000;0.016;-100.000;1425;20.600
  2012-10-23 16:55:28.224; 5.010;12.00;2.9;0.000;35;0.52;3.000;399;0.000;2.000;0.016;-100.000;1425;20.600
  2012-10-23 16:55:28.287; 5.010;12.00;3.0;0.000;36;0.52;3.000;396;0.435;2.000;0.020;-100.000;1425;20.600
  2012-10-23 16:55:28.349; 5.010;12.00;3.2;0.000;38;0.52;3.000;395;0.414;2.000;0.020;-100.000;1425;20.600
  2012-10-23 16:55:28.412; 5.010;12.00;3.2;0.000;39;0.52;3.000;394;0.403;2.000;0.020;-100.000;1424;20.600
  2012-10-23 16:55:28.474; 5.010;12.00;3.2;0.000;38;0.52;3.000;394;0.406;2.000;0.026;-100.000;1425;20.600
  2012-10-23 16:55:28.537; 5.010;12.01;3.1;0.000;37;0.52;3.002;393;0.415;2.000;0.026;-100.000;1424;20.600
  2012-10-23 16:55:28.599; 5.010;12.01;3.0;0.000;37;0.52;3.002;394;0.424;2.000;0.026;-100.000;1424;20.600
  2012-10-23 16:55:28.662; 5.010;12.01;3.1;0.000;38;0.52;3.002;394;0.413;2.000;0.044;-100.000;1425;20.600
  2012-10-23 16:55:28.724; 5.010;12.01;3.2;0.000;39;0.52;3.002;394;0.400;2.000;0.044;-100.000;1424;20.600
  2012-10-23 16:55:28.787; 5.010;12.01;3.2;0.000;39;0.52;3.002;394;0.401;2.000;0.044;-100.000;1425;20.600
  2012-10-23 16:55:28.849; 5.010;12.01;3.2;0.000;38;0.52;3.002;394;0.409;2.000;0.063;-100.000;1425;20.600
  2012-10-23 16:55:28.912; 5.010;12.02;3.1;0.000;37;0.53;3.005;393;0.416;2.100;0.063;-100.000;1425;20.600
  2012-10-23 16:55:28.974; 5.010;12.02;3.1;0.000;37;0.53;3.005;394;0.419;2.100;0.063;-100.000;1425;20.600
  2012-10-23 16:55:29.037; 5.010;12.02;3.1;0.000;37;0.53;3.005;394;0.419;2.000;0.078;-100.000;1425;20.600
  2012-10-23 16:55:29.099; 5.010;12.02;3.2;0.000;38;0.53;3.005;394;0.406;1.800;0.078;-100.000;1425;20.600
  2012-10-23 16:55:29.162; 5.010;12.02;3.2;0.000;39;0.53;3.005;394;0.402;1.600;0.078;-100.000;1425;20.600
  2012-10-23 16:55:29.224; 5.010;12.02;3.2;0.000;38;0.53;3.005;394;0.406;1.700;0.088;-100.000;1425;20.600
  2012-10-23 16:55:29.287; 5.010;12.02;3.1;0.000;37;0.53;3.005;394;0.418;1.600;0.088;-100.000;1425;20.600
  2012-10-23 16:55:29.349; 5.010;12.02;3.1;0.000;37;0.53;3.005;394;0.417;1.700;0.088;-100.000;1425;20.600
  2012-10-23 16:55:29.412; 5.010;12.02;3.2;0.000;38;0.53;3.005;394;0.409;1.800;0.094;-100.000;1425;20.600
  2012-10-23 16:55:29.474; 5.010;12.02;3.2;0.000;39;0.53;3.005;394;0.399;2.000;0.094;-100.000;1424;20.600
  2012-10-23 16:55:29.537; 5.010;12.02;3.2;0.000;38;0.53;3.005;394;0.406;1.900;0.094;-100.000;1425;20.600
  2012-10-23 16:55:29.599; 5.010;12.02;3.1;0.000;38;0.53;3.005;394;0.411;1.900;0.096;-100.000;1425;20.600
  2012-10-23 16:55:29.662; 5.010;12.02;3.1;0.000;37;0.53;3.005;393;0.418;1.800;0.096;-100.000;1425;20.600
  2012-10-23 16:55:29.724; 5.010;12.02;3.1;0.000;38;0.53;3.005;394;0.411;1.800;0.096;-100.000;1425;20.600
  2012-10-23 16:55:29.787; 5.010;12.02;3.2;0.000;39;0.54;3.005;394;0.402;1.800;0.098;-100.000;1425;20.600
  2012-10-23 16:55:29.849; 5.010;12.02;3.2;0.000;39;0.54;3.005;395;0.404;1.800;0.098;-100.000;1425;20.600
  2012-10-23 16:55:29.912; 5.010;12.03;3.1;0.000;38;0.54;3.007;394;0.414;1.800;0.098;-100.000;1425;20.600
  2012-10-23 16:55:29.974; 5.010;12.03;3.1;0.000;37;0.54;3.007;395;0.422;1.800;0.097;-100.000;1424;20.600
  2012-10-23 16:55:30.037; 5.010;12.03;3.1;0.000;37;0.54;3.007;394;0.419;1.800;0.097;-100.000;1425;20.600
  2012-10-23 16:55:30.099; 5.010;12.03;3.2;0.000;38;0.54;3.007;395;0.409;1.800;0.097;-100.000;1424;20.600
  2012-10-23 16:55:30.162; 5.010;12.03;3.2;0.000;39;0.54;3.007;394;0.400;1.800;0.093;-100.000;1425;20.600
  2012-10-23 16:55:30.224; 5.010;12.03;3.2;0.000;39;0.54;3.007;395;0.404;1.900;0.093;-100.000;1425;20.600
  2012-10-23 16:55:30.287; 5.010;12.03;3.0;0.000;37;0.54;3.007;395;0.426;1.900;0.093;-100.000;1425;20.600
  2012-10-23 16:55:30.349; 5.010;12.03;3.1;0.000;37;0.54;3.007;395;0.422;2.000;0.088;-100.000;1425;20.600
  2012-10-23 16:55:30.412; 5.010;12.03;3.2;0.000;38;0.54;3.007;394;0.410;2.100;0.088;-100.000;1425;20.600
  2012-10-23 16:55:30.474; 5.010;12.03;3.2;0.000;39;0.54;3.007;394;0.398;2.100;0.088;-100.000;1425;20.600
  2012-10-23 16:55:30.537; 5.010;12.03;3.2;0.000;38;0.54;3.007;394;0.403;2.100;0.086;-100.000;1425;20.600
  2012-10-23 16:55:30.599; 5.010;12.03;3.1;0.000;37;0.54;3.007;395;0.418;2.000;0.086;-100.000;1425;20.600
  2012-10-23 16:55:30.662; 5.010;12.03;3.0;0.000;37;0.54;3.007;395;0.428;2.000;0.086;-100.000;1424;20.600
  2012-10-23 16:55:30.724; 5.010;12.03;3.2;0.000;38;0.54;3.007;394;0.410;2.000;0.080;-100.000;1425;20.600
  2012-10-23 16:55:30.787; 5.010;12.03;3.2;0.000;39;0.55;3.007;395;0.405;2.100;0.080;-100.000;1424;20.600
  2012-10-23 16:55:30.849; 5.010;12.03;3.2;0.000;39;0.55;3.007;394;0.398;2.100;0.080;-100.000;1425;20.600
  2012-10-23 16:55:30.912; 5.010;12.03;3.1;0.000;37;0.55;3.007;394;0.416;2.100;0.074;-100.000;1425;20.600
  2012-10-23 16:55:30.974; 5.010;12.03;3.1;0.000;37;0.55;3.007;395;0.422;2.100;0.074;-100.000;1425;20.600
  2012-10-23 16:55:31.037; 5.010;12.03;3.1;0.000;37;0.55;3.007;395;0.421;2.100;0.074;-100.000;1424;20.600
  2012-10-23 16:55:31.099; 5.010;12.03;3.2;0.000;39;0.55;3.007;394;0.401;2.100;0.069;-100.000;1425;20.600
  2012-10-23 16:55:31.162; 5.010;12.03;3.2;0.000;39;0.55;3.007;394;0.402;2.100;0.069;-100.000;1425;20.600
  2012-10-23 16:55:31.224; 5.010;12.04;3.1;0.000;37;0.55;3.010;395;0.421;2.100;0.069;-100.000;1425;20.600
  2012-10-23 16:55:31.287; 5.010;12.03;3.1;0.000;38;0.55;3.007;394;0.412;2.000;0.065;-100.000;1425;20.600
  2012-10-23 16:55:31.349; 5.010;12.04;3.1;0.000;37;0.55;3.010;394;0.415;1.900;0.065;-100.000;1426;20.600
  2012-10-23 16:55:31.412; 5.010;12.04;3.2;0.000;39;0.55;3.010;394;0.397;1.600;0.065;-100.000;1425;20.600
  2012-10-23 16:55:31.474; 5.010;12.04;3.2;0.000;38;0.55;3.010;395;0.410;1.300;0.061;-100.000;1425;20.600
  2012-10-23 16:55:31.537; 5.010;12.04;3.1;0.000;37;0.55;3.010;394;0.417;1.100;0.061;-100.000;1424;20.600
  2012-10-23 16:55:31.599; 5.010;12.04;3.1;0.000;37;0.55;3.010;395;0.422;1.000;0.061;-100.000;1425;20.600
  2012-10-23 16:55:31.662; 5.010;12.04;3.1;0.000;37;0.56;3.010;395;0.418;1.100;0.056;-100.000;1425;20.600
  2012-10-23 16:55:31.724; 5.010;12.04;3.2;0.000;39;0.56;3.010;394;0.400;1.300;0.056;-100.000;1425;20.600
  2012-10-23 16:55:31.787; 5.010;12.04;3.2;0.000;39;0.56;3.010;395;0.402;1.600;0.056;-100.000;1425;20.600
  2012-10-23 16:55:31.849; 5.010;12.04;3.2;0.000;38;0.56;3.010;395;0.411;1.900;0.054;-100.000;1424;20.600
  2012-10-23 16:55:31.912; 5.010;12.04;3.0;0.000;37;0.56;3.010;395;0.426;2.200;0.054;-100.000;1425;20.600
  2012-10-23 16:55:31.974; 5.010;12.04;3.1;0.000;37;0.56;3.010;394;0.420;2.300;0.054;-100.000;1425;20.600
  2012-10-23 16:55:32.037; 5.010;12.04;3.2;0.000;38;0.56;3.010;395;0.410;2.400;0.049;-100.000;1425;20.600
  2012-10-23 16:55:32.099; 5.010;12.04;3.2;0.000;39;0.56;3.010;395;0.404;2.500;0.049;-100.000;1426;20.600
  2012-10-23 16:55:32.162; 5.010;12.04;3.1;0.000;38;0.56;3.010;395;0.415;2.400;0.049;-100.000;1425;20.600
  2012-10-23 16:55:32.224; 5.010;12.04;3.1;0.000;37;0.56;3.010;395;0.418;2.400;0.043;-100.000;1425;20.600
  2012-10-23 16:55:32.287; 5.010;12.04;3.1;0.000;37;0.56;3.010;395;0.422;2.300;0.043;-100.000;1425;20.600
  2012-10-23 16:55:32.349; 5.010;12.04;3.2;0.000;38;0.56;3.010;395;0.411;2.300;0.043;-100.000;1425;20.600
  2012-10-23 16:55:32.412; 5.010;12.04;3.2;0.000;39;0.56;3.010;395;0.404;2.300;0.036;-100.000;1425;20.600
  2012-10-23 16:55:32.474; 5.010;12.04;3.1;0.000;38;0.56;3.010;395;0.414;2.300;0.036;-100.000;1425;20.600
  2012-10-23 16:55:32.537; 5.010;12.04;3.1;0.000;37;0.56;3.010;395;0.422;2.300;0.036;-100.000;1424;20.600
  2012-10-23 16:55:32.599; 5.010;12.04;3.1;0.000;37;0.56;3.010;395;0.421;2.300;0.032;-100.000;1424;20.600
  2012-10-23 16:55:32.662; 5.010;12.04;3.2;0.000;38;0.56;3.010;396;0.410;2.300;0.032;-100.000;1425;20.600
  2012-10-23 16:55:32.724; 5.010;12.04;3.2;0.000;39;0.57;3.010;395;0.404;2.300;0.032;-100.000;1425;20.600
  2012-10-23 16:55:32.787; 5.010;12.04;3.1;0.000;38;0.57;3.010;396;0.420;2.300;0.026;-100.000;1425;20.600
  2012-10-23 16:55:32.849; 5.010;12.04;3.0;0.000;37;0.57;3.010;395;0.426;2.300;0.026;-100.000;1425;20.600
  2012-10-23 16:55:32.912; 5.010;12.04;3.0;0.000;37;0.57;3.010;396;0.431;2.300;0.026;-100.000;1425;20.600
  2012-10-23 16:55:32.974; 5.010;12.04;3.2;0.000;38;0.57;3.010;396;0.414;2.200;0.019;-100.000;1425;20.600
  2012-10-23 16:55:33.037; 5.010;12.05;3.0;0.000;37;0.57;3.012;395;0.426;2.300;0.019;-100.000;1425;20.600
  2012-10-23 16:55:33.099; 5.010;12.04;3.0;0.000;36;0.57;3.010;396;0.435;2.300;0.019;-100.000;1425;20.600
  2012-10-23 16:55:33.162; 5.010;12.05;3.1;0.000;37;0.57;3.012;396;0.422;2.300;0.013;-100.000;1425;20.600
  2012-10-23 16:55:33.224; 5.010;12.05;3.2;0.000;38;0.57;3.012;396;0.411;2.300;0.013;-100.000;1425;20.600
  2012-10-23 16:55:33.287; 5.010;12.04;3.2;0.000;38;0.57;3.010;396;0.416;2.400;0.013;-100.000;1425;20.600
  2012-10-23 16:55:33.349; 5.010;12.05;3.0;0.000;37;0.57;3.012;396;0.429;2.300;0.007;-100.000;1425;20.600
  2012-10-23 16:55:33.412; 5.010;12.05;3.0;0.000;36;0.57;3.012;396;0.435;2.300;0.007;-100.000;1425;20.600
  2012-10-23 16:55:33.474; 5.010;12.05;3.1;0.000;37;0.57;3.012;397;0.424;2.300;0.007;-100.000;1425;20.600
  2012-10-23 16:55:33.537; 5.010;12.05;3.1;0.000;38;0.57;3.012;397;0.420;2.400;0.000;-100.000;1425;20.600
  2012-10-23 16:55:33.599; 5.010;12.05;3.1;0.000;37;0.58;3.012;397;0.427;2.600;0.000;-100.000;1425;20.600
  2012-10-23 16:55:33.662; 5.010;12.05;2.9;0.000;35;0.58;3.012;397;0.000;3.000;0.000;-100.000;1425;20.600
  2012-10-23 16:55:33.724; 5.010;12.05;3.0;0.000;36;0.58;3.012;397;0.000;3.300;0.000;-100.000;1425;20.600
  2012-10-23 16:55:33.787; 5.010;12.05;3.2;0.000;38;0.58;3.012;398;0.418;3.600;0.000;-100.000;1425;20.600
  2012-10-23 16:55:33.849; 5.010;12.05;3.1;0.000;38;0.58;3.012;397;0.423;3.800;0.000;-100.000;1425;20.600
  2012-10-23 16:55:33.912; 5.010;12.05;3.1;0.000;37;0.58;3.012;396;0.428;3.900;0.000;-100.000;1425;20.600
  2012-10-23 16:55:33.974; 5.010;12.05;3.0;0.000;36;0.58;3.012;397;0.000;3.900;0.000;-100.000;1425;20.600
  2012-10-23 16:55:34.037; 5.010;12.05;3.0;0.000;37;0.58;3.012;397;0.432;3.700;0.000;-100.000;1425;20.600
  2012-10-23 16:55:34.099; 5.010;12.05;3.1;0.000;38;0.58;3.012;398;0.424;3.700;0.000;-100.000;1425;20.600
  2012-10-23 16:55:34.162; 5.010;12.05;3.1;0.000;38;0.58;3.012;398;0.423;3.600;0.000;-100.000;1425;20.600
  2012-10-23 16:55:34.224; 5.010;12.05;3.1;0.000;37;0.58;3.012;397;0.431;3.500;0.000;-100.000;1424;20.600
  2012-10-23 16:55:34.287; 5.010;12.05;3.0;0.000;36;0.58;3.012;396;0.000;3.300;0.000;-100.000;1425;20.600
  2012-10-23 16:55:34.349; 5.010;12.05;3.1;0.000;37;0.58;3.012;396;0.422;3.200;0.000;-100.000;1425;20.600
  2012-10-23 16:55:34.412; 5.010;12.07;2.3;0.000;28;0.58;3.017;392;0.000;3.100;0.000;-100.000;1165;20.600
  2012-10-23 16:55:34.474; 5.010;12.13;0.1;0.000;1;0.58;3.032;360;0.000;2.900;0.000;-100.000;1164;20.600
  2012-10-23 16:55:34.537; 5.010;12.14;-0.0;0.000;-1;0.58;3.035;278;0.000;2.800;0.000;-100.000;1165;20.600
  2012-10-23 16:55:34.599; 5.010;12.14;-0.0;0.000;-1;0.58;3.035;235;0.000;2.700;0.000;-100.000;1165;20.600
  2012-10-23 16:55:34.662; 5.010;12.14;-0.0;0.000;-1;0.58;3.035;195;0.000;2.600;0.000;-100.000;1164;20.600
  2012-10-23 16:55:34.724; 5.010;12.14;-0.0;0.000;-1;0.58;3.035;163;0.000;2.500;0.000;-100.000;1165;20.600
  2012-10-23 16:55:34.787; 5.010;12.15;-0.0;0.000;-0;0.58;3.037;167;0.000;2.500;0.000;-100.000;1164;20.600
  2012-10-23 16:55:34.849; 5.010;12.15;-0.0;0.000;-0;0.58;3.037;213;0.000;2.500;0.000;-100.000;1165;20.600
  2012-10-23 16:55:34.912; 5.010;12.15;-0.0;0.000;-0;0.58;3.037;170;0.000;2.400;0.000;-100.000;1165;20.600
  2012-10-23 16:55:34.974; 5.010;12.15;-0.0;0.000;-0;0.58;3.037;104;0.000;2.400;0.000;-100.000;1165;20.600
  2012-10-23 16:55:35.037; 5.010;12.15;0.0;0.000;0;0.58;3.037;104;0.000;2.300;0.000;-100.000;1152;20.600
  2012-10-23 16:55:35.099; 5.010;12.15;0.0;0.000;0;0.58;3.037;0;0.000;2.200;0.000;-100.000;1148;20.600
  2012-10-23 16:55:35.162; 5.010;12.15;0.0;0.000;0;0.58;3.037;0;0.000;2.100;0.000;-100.000;1148;20.600
  2012-10-23 16:55:35.224; 5.010;12.16;0.0;0.000;0;0.58;3.040;0;0.000;2.000;0.000;-100.000;1150;20.600
  2012-10-23 16:55:35.287; 5.010;12.16;0.0;0.000;0;0.58;3.040;0;0.000;1.900;0.000;-100.000;1153;20.600
  2012-10-23 16:55:35.349; 5.010;12.16;0.0;0.000;0;0.58;3.040;0;0.000;1.900;0.000;-100.000;1153;20.600
  2012-10-23 16:55:35.412; 5.010;12.16;0.0;0.000;0;0.58;3.040;0;0.000;1.900;0.000;-100.000;1154;20.600
  2012-10-23 16:55:35.474; 5.010;12.16;0.0;0.000;0;0.58;3.040;0;0.000;2.000;0.000;-100.000;1154;20.600
  2012-10-23 16:55:35.537; 5.010;12.16;0.0;0.000;0;0.58;3.040;0;0.000;2.000;0.000;-100.000;1153;20.600
  2012-10-23 16:55:35.599; 5.010;12.16;0.0;0.000;0;0.58;3.040;0;0.000;2.100;0.000;-100.000;1153;20.600
  2012-10-23 16:55:35.662; 5.010;12.17;0.0;0.000;0;0.58;3.042;0;0.000;2.100;0.000;-100.000;1154;20.600
  2012-10-23 16:55:35.724; 5.010;12.17;0.0;0.000;0;0.58;3.042;0;0.000;2.100;0.000;-100.000;1153;20.600
  2012-10-23 16:55:35.787; 5.010;12.17;0.0;0.000;0;0.58;3.042;0;0.000;2.100;0.000;-100.000;1153;20.600
  2012-10-23 16:55:35.849; 5.010;12.17;0.0;0.000;0;0.58;3.042;0;0.000;2.100;0.000;-100.000;1154;20.600
  2012-10-23 16:55:35.912; 5.010;12.17;0.0;0.000;0;0.58;3.042;0;0.000;2.000;0.000;-100.000;1153;20.600
  2012-10-23 16:55:35.974; 5.010;12.17;0.0;0.000;0;0.58;3.042;0;0.000;2.000;0.000;-100.000;1153;20.600
  2012-10-23 16:55:36.037; 5.010;12.17;0.0;0.000;0;0.58;3.042;0;0.000;2.100;0.000;-100.000;1153;20.600
  2012-10-23 16:55:36.099; 5.010;12.17;0.0;0.000;0;0.58;3.042;0;0.000;2.100;0.000;-100.000;1154;20.600
  2012-10-23 16:55:36.162; 5.010;12.17;0.0;0.000;0;0.58;3.042;0;0.000;2.000;0.000;-100.000;1154;20.600
  2012-10-23 16:55:36.224; 5.010;12.17;0.0;0.000;0;0.58;3.042;0;0.000;2.100;0.000;-100.000;1154;20.600
  2012-10-23 16:55:36.287; 5.010;12.17;0.0;0.000;0;0.58;3.042;0;0.000;2.000;0.000;-100.000;1154;20.600
  2012-10-23 16:55:36.349; 5.010;12.17;0.0;0.000;0;0.58;3.042;0;0.000;2.100;0.000;-100.000;1153;20.600
  2012-10-23 16:55:36.412; 5.010;12.17;0.0;0.000;0;0.58;3.042;0;0.000;2.100;0.000;-100.000;1153;20.600
  2012-10-23 16:55:36.474; 5.010;12.17;0.0;0.000;0;0.58;3.042;0;0.000;2.100;0.000;-100.000;1154;20.600
  2012-10-23 16:55:36.537; 5.010;12.17;0.0;0.000;0;0.58;3.042;0;0.000;2.100;0.000;-100.000;1154;20.600
  2012-10-23 16:55:36.599; 5.010;12.17;0.0;0.000;0;0.58;3.042;0;0.000;2.100;0.000;-100.000;1154;20.600
  2012-10-23 16:55:36.662; 5.010;12.17;0.0;0.000;0;0.58;3.042;0;0.000;2.000;0.000;-100.000;1153;20.600
  2012-10-23 16:55:36.724; 5.010;12.17;0.0;0.000;0;0.58;3.042;0;0.000;2.000;0.000;-100.000;1154;20.600
  2012-10-23 16:55:36.787; 5.010;12.18;0.0;0.000;0;0.58;3.045;0;0.000;1.900;0.000;-100.000;1154;20.600
  2012-10-23 16:55:36.849; 5.010;12.18;0.0;0.000;0;0.58;3.045;0;0.000;1.900;0.000;-100.000;1153;20.600
  2012-10-23 16:55:36.912; 5.010;12.18;0.0;0.000;0;0.58;3.045;0;0.000;1.900;0.000;-100.000;1153;20.600
  2012-10-23 16:55:36.974; 5.010;12.18;0.0;0.000;0;0.58;3.045;0;0.000;2.000;0.000;-100.000;1153;20.600
  2012-10-23 16:55:37.037; 5.010;12.18;0.0;0.000;0;0.58;3.045;0;0.000;2.000;0.000;-100.000;1153;20.600
  2012-10-23 16:55:37.099; 5.010;12.18;0.0;0.000;0;0.58;3.045;0;0.000;1.900;0.000;-100.000;1154;20.600
  2012-10-23 16:55:37.162; 5.010;12.18;0.0;0.000;0;0.58;3.045;0;0.000;1.900;0.000;-100.000;1154;20.600
  2012-10-23 16:55:37.224; 5.010;12.18;0.0;0.000;0;0.58;3.045;0;0.000;1.800;0.000;-100.000;1153;20.600
  2012-10-23 16:55:37.287; 5.010;12.18;0.0;0.000;0;0.58;3.045;0;0.000;1.700;0.000;-100.000;1153;20.600
  2012-10-23 16:55:37.349; 5.010;12.18;0.0;0.000;0;0.58;3.045;0;0.000;1.600;0.000;-100.000;1153;20.600
  2012-10-23 16:55:37.412; 5.010;12.18;0.0;0.000;0;0.58;3.045;0;0.000;1.700;0.000;-100.000;1153;20.600
  2012-10-23 16:55:37.474; 5.010;12.18;0.0;0.000;0;0.58;3.045;0;0.000;1.700;0.000;-100.000;1154;20.600
  2012-10-23 16:55:37.537; 5.010;12.18;0.0;0.000;0;0.58;3.045;0;0.000;1.800;0.000;-100.000;1153;20.600
  2012-10-23 16:55:37.599; 5.010;12.18;0.0;0.000;0;0.58;3.045;0;0.000;1.900;0.000;-100.000;1154;20.600
  2012-10-23 16:55:37.662; 5.010;12.18;0.0;0.000;0;0.58;3.045;0;0.000;1.900;0.000;-100.000;1154;20.600
  2012-10-23 16:55:37.724; 5.010;12.18;0.0;0.000;0;0.58;3.045;0;0.000;1.900;0.000;-100.000;1153;20.600
  2012-10-23 16:55:37.787; 5.010;12.18;0.0;0.000;0;0.58;3.045;0;0.000;1.900;0.000;-100.000;1153;20.600
  2012-10-23 16:55:37.849; 5.010;12.18;0.0;0.000;0;0.58;3.045;0;0.000;1.900;0.000;-100.000;1153;20.600
  2012-10-23 16:55:37.912; 5.010;12.18;0.0;0.000;0;0.58;3.045;0;0.000;1.800;0.000;-100.000;1153;20.600
  2012-10-23 16:55:37.974; 5.010;12.18;0.0;0.000;0;0.58;3.045;0;0.000;1.800;0.000;-100.000;1154;20.600
  2012-10-23 16:55:38.037; 5.010;12.19;0.0;0.000;0;0.58;3.047;0;0.000;1.700;0.000;-100.000;1153;20.600
  2012-10-23 16:55:38.099; 5.010;12.19;0.0;0.000;0;0.58;3.047;0;0.000;1.700;0.000;-100.000;1153;20.600
  2012-10-23 16:55:38.162; 5.010;12.19;0.0;0.000;0;0.58;3.047;0;0.000;1.700;0.000;-100.000;1154;20.600
  2012-10-23 16:55:38.224; 5.010;12.19;0.0;0.000;0;0.58;3.047;0;0.000;1.700;0.000;-100.000;1154;20.600
  2012-10-23 16:55:38.287; 5.010;12.19;0.0;0.000;0;0.58;3.047;0;0.000;1.700;0.000;-100.000;1154;20.600
  2012-10-23 16:55:38.349; 5.010;12.19;0.0;0.000;0;0.58;3.047;0;0.000;1.800;0.000;-100.000;1154;20.600
  2012-10-23 16:55:38.412; 5.010;12.19;0.0;0.000;0;0.58;3.047;0;0.000;1.800;0.000;-100.000;1153;20.600
  2012-10-23 16:55:38.474; 5.010;12.19;0.0;0.000;0;0.58;3.047;0;0.000;1.800;0.000;-100.000;1153;20.600
  2012-10-23 16:55:38.537; 5.010;12.19;0.0;0.000;0;0.58;3.047;0;0.000;1.800;0.000;-100.000;1154;20.600
  2012-10-23 16:55:38.599; 5.010;12.19;0.0;0.000;0;0.58;3.047;0;0.000;1.900;0.000;-100.000;1153;20.600
  2012-10-23 16:55:38.662; 5.010;12.19;0.0;0.000;0;0.58;3.047;0;0.000;1.900;0.000;-100.000;1154;20.600
  2012-10-23 16:55:38.724; 5.010;12.19;0.0;0.000;0;0.58;3.047;0;0.000;1.900;0.000;-100.000;1153;20.600
  2012-10-23 16:55:38.787; 5.010;12.19;0.0;0.000;0;0.58;3.047;0;0.000;1.800;0.000;-100.000;1153;20.600
  2012-10-23 16:55:38.849; 5.010;12.19;0.0;0.000;0;0.58;3.047;0;0.000;1.800;0.000;-100.000;1154;20.600
