time_s	time_us	ch_0	ch_1	ch_2	ch_3	ped_us	col_us	lon_us	lat_us	err_count
1429809819	234132	0	0	0	0	0	0	0	0	0
1429809819	334073	0	0	0	0	0	0	0	0	0
1429809819	434085	0	0	0	0	0	0	0	0	0
1429809819	534075	0	0	0	0	0	0	0	0	0
1429809819	634058	0	0	0	0	0	0	0	0	0
1429809819	734062	0	0	0	0	0	0	0	0	0
1429809819	834069	0	0	0	0	0	0	0	0	0
1429809819	934086	0	0	0	0	0	0	0	0	0
1429809820	34071	0	0	0	0	0	0	0	0	0
1429809820	134069	0	0	0	0	0	0	0	0	0
1429809820	234049	0	0	0	0	0	0	0	0	0
1429809820	334059	0	0	0	0	0	0	0	0	0
1429809820	434033	0	0	0	0	0	0	0	0	0
1429809820	534068	0	0	0	0	0	0	0	0	0
1429809820	634074	0	0	0	0	0	0	0	0	0
1429809820	734075	0	0	0	0	0	0	0	0	0
1429809820	834069	0	0	0	0	0	0	0	0	0
1429809820	934055	0	0	0	0	0	0	0	0	0
1429809821	34073	0	0	0	0	0	0	0	0	0
1429809821	134092	0	0	0	0	0	0	0	0	0
1429809821	234076	0	0	0	0	0	0	0	0	0
1429809821	334074	0	0	0	0	0	0	0	0	0
1429809821	434075	0	0	0	0	0	0	0	0	0
1429809821	534060	0	0	0	0	0	0	0	0	0
1429809821	634108	0	0	0	0	0	0	0	0	0
1429809821	734077	0	0	0	0	0	0	0	0	0
1429809821	834079	0	0	0	0	0	0	0	0	0
1429809821	934162	0	0	0	0	0	0	0	0	0
1429809822	34077	0	0	0	0	0	0	0	0	0
1429809822	134055	0	0	0	0	0	0	0	0	0
1429809822	234061	0	0	0	0	0	0	0	0	0
1429809822	334072	0	0	0	0	0	0	0	0	0
1429809822	434092	0	0	0	0	0	0	0	0	0
1429809822	534071	0	0	0	0	0	0	0	0	0
1429809822	634076	0	0	0	0	0	0	0	0	0
1429809822	734090	0	0	0	0	0	0	0	0	0
1429809822	834123	0	0	0	0	0	0	0	0	0
1429809822	934092	0	0	0	0	0	0	0	0	0
1429809823	34110	0	0	0	0	0	0	0	0	0
1429809823	134121	0	0	0	0	0	0	0	0	0
1429809823	234105	0	0	0	0	0	0	0	0	0
1429809823	334108	0	0	0	0	0	0	0	0	0
1429809823	434120	0	0	0	0	0	0	0	0	0
1429809823	534118	0	0	0	0	0	0	0	0	0
1429809823	634125	0	0	0	0	0	0	0	0	0
1429809823	734128	0	0	0	0	0	0	0	0	0
1429809823	834129	0	0	0	0	0	0	0	0	0
1429809823	934081	0	0	0	0	0	0	0	0	0
1429809824	34152	0	0	0	0	0	0	0	0	0
1429809824	134082	0	0	0	0	0	0	0	0	0
1429809824	234088	0	0	0	0	0	0	0	0	0
1429809824	334068	0	0	0	0	0	0	0	0	0
1429809824	434077	0	0	0	0	0	0	0	0	0
1429809824	534072	0	0	0	0	0	0	0	0	0
1429809824	634056	0	0	0	0	0	0	0	0	0
1429809824	734060	0	0	0	0	0	0	0	0	0
1429809824	834059	0	0	0	0	0	0	0	0	0
1429809824	934075	0	0	0	0	0	0	0	0	0
1429809825	34068	0	0	0	0	0	0	0	0	0
1429809825	134066	0	0	0	0	0	0	0	0	0
1429809825	234073	0	0	0	0	0	0	0	0	0
1429809825	334065	0	0	0	0	0	0	0	0	0
1429809825	434112	0	0	0	0	0	0	0	0	0
1429809825	534073	0	0	0	0	0	0	0	0	0
1429809825	634071	0	0	0	0	0	0	0	0	0
1429809825	734079	0	0	0	0	0	0	0	0	0
1429809825	834074	0	0	0	0	0	0	0	0	0
1429809825	934057	0	0	0	0	0	0	0	0	0
1429809826	34065	0	0	0	0	0	0	0	0	0
1429809826	134071	0	0	0	0	0	0	0	0	0
1429809826	234086	0	0	0	0	0	0	0	0	0
1429809826	334088	0	0	0	0	0	0	0	0	0
1429809826	434070	0	0	0	0	0	0	0	0	0
1429809826	534084	0	0	0	0	0	0	0	0	0
1429809826	634070	0	0	0	0	0	0	0	0	0
1429809826	734066	0	0	0	0	0	0	0	0	0
1429809826	834065	0	0	0	0	0	0	0	0	0
1429809826	934138	0	0	0	0	0	0	0	0	0
1429809827	34083	0	0	0	0	0	0	0	0	0
1429809827	134091	0	0	0	0	0	0	0	0	0
1429809827	234064	0	0	0	0	0	0	0	0	0
1429809827	334058	0	0	0	0	0	0	0	0	0
1429809827	434065	0	0	0	0	0	0	0	0	0
1429809827	534068	0	0	0	0	0	0	0	0	0
1429809827	634069	0	0	0	0	0	0	0	0	0
1429809827	734076	0	0	0	0	0	0	0	0	0
1429809827	834095	0	0	0	0	0	0	0	0	0
1429809827	934110	0	0	0	0	0	0	0	0	0
1429809828	34145	0	0	0	0	0	0	0	0	0
1429809828	134103	0	0	0	0	0	0	0	0	0
1429809828	234125	0	0	0	0	0	0	0	0	0
1429809828	334108	0	0	0	0	0	0	0	0	0
1429809828	434090	0	0	0	0	0	0	0	0	0
1429809828	534118	0	0	0	0	0	0	0	0	0
1429809828	634118	0	0	0	0	0	0	0	0	0
1429809828	734120	0	0	0	0	0	0	0	0	0
1429809828	834146	0	0	0	0	0	0	0	0	0
1429809828	934081	0	0	0	0	0	0	0	0	0
1429809829	34057	0	0	0	0	0	0	0	0	0
1429809829	134082	0	0	0	0	0	0	0	0	0
1429809829	234093	0	0	0	0	0	0	0	0	0
1429809829	334070	0	0	0	0	0	0	0	0	0
1429809829	434071	0	0	0	0	0	0	0	0	0
1429809829	534072	0	0	0	0	0	0	0	0	0
1429809829	634074	0	0	0	0	0	0	0	0	0
1429809829	734076	0	0	0	0	0	0	0	0	0
