time_s	time_us	phi_deg	theta_deg	psi_deg	p_deg_s	q_deg_s	r_deg_s	ax_ms2	ay_ms2	az_ms2	
1429813409	9306	-4.58562	1.62244	-0.925569	-0.168942	0.326006	-1.37105	0.402363	0.435894	-9.97286	
1429813409	59289	-4.6071	1.63192	-1.0039	-0.712243	0.335253	-1.56428	0.364043	0.469424	-9.99681	
1429813409	109303	-4.61793	1.63876	-1.09198	-0.107656	0.143803	-1.49321	0.402363	0.488584	-9.97765	
1429813409	159243	-4.63496	1.64116	-1.16139	-0.352329	0.182133	-1.34633	0.407153	0.464634	-9.95849	
1429813409	209342	-4.63859	1.64871	-1.23462	0.265998	0.157051	-1.32343	0.373623	0.450264	-10.0064	
1429813409	259343	-4.63936	1.65478	-1.30129	-0.108266	0.0620235	-1.38298	0.340093	0.464634	-10.0064	
1429813409	309305	-4.65473	1.66542	-1.37036	-0.274041	0.633843	-1.46344	0.407153	0.493374	-10.0447	
1429813409	359258	-4.66256	1.6687	-1.43781	-0.312752	0.343316	-1.17492	0.431104	0.450264	-9.98723	
1429813409	409367	-4.67734	1.67953	-1.50045	-0.25742	0.0844431	-1.15657	0.340093	0.450264	-9.96807	
1429813409	459328	-4.68068	1.68561	-1.56318	-0.134307	0.433375	-0.95956	0.354463	0.450264	-10.0351	
1429813409	509284	-4.68561	1.69216	-1.61606	0.354978	0.424692	-1.07384	0.402363	0.445474	-10.0447	
1429813409	559275	-4.68814	1.6977	-1.67717	0.1178	0.451226	-1.23341	0.359253	0.493374	-9.99681	
1429813409	609365	-4.69862	1.70198	-1.73656	0.20387	0.666147	-1.27035	0.359253	0.450264	-9.93454	
1429813409	659325	-4.69858	1.71133	-1.795	0.286033	0.200754	-1.25031	0.383203	0.469424	-9.98723	
1429813409	709341	-4.70193	1.72462	-1.84465	-0.299045	0.114658	-1.09149	0.392783	0.431104	-10.016	
1429813409	759329	-4.69615	1.72188	-1.89375	-0.0389408	-0.0153361	-1.03899	0.426313	0.502954	-10.0303	
1429813409	809506	-4.69834	1.72967	-1.94904	-0.262552	0.408502	-0.984306	0.359253	0.541274	-9.99681	
1429813409	859266	-4.69827	1.73629	-1.99946	0.13654	0.0795007	-1.11442	0.378413	0.459844	-10.0112	
1429813409	909393	-4.70222	1.74323	-2.04552	0.366708	0.662399	-0.825942	0.373623	0.474214	-10.0256	
1429813409	959519	-4.69882	1.75367	-2.09578	0.460403	0.3427	-0.943451	0.383203	0.479004	-9.99202	
1429813410	10388	-4.69497	1.76727	-2.13958	-0.1338	0.711228	-0.943562	0.306563	0.474214	-9.93454	
1429813410	59311	-4.69207	1.76537	-2.18008	-0.230571	0.147743	-0.976212	0.392783	0.502954	-10.0303	
1429813410	110214	-4.68534	1.76942	-2.21299	0.181027	0.368914	-0.731656	0.426313	0.488584	-9.98244	
1429813410	159275	-4.68657	1.77586	-2.252	-0.0395161	0.116894	-0.866243	0.368833	0.469424	-9.99681	
1429813410	210317	-4.68664	1.77714	-2.27642	0.0183062	0.453938	-0.605748	0.368833	0.517324	-10.0495	
1429813410	259288	-4.68202	1.77582	-2.30333	0.045564	-0.0271303	-0.568656	0.392783	0.483794	-9.96807	
1429813410	309359	-4.6855	1.77883	-2.33441	-0.367375	0.0287292	-0.506545	0.431104	0.498164	-10.0016	
1429813410	359310	-4.67852	1.77849	-2.37414	0.0390881	0.181586	-0.776392	0.364043	0.450264	-10.0208	
1429813410	409379	-4.67516	1.77682	-2.40067	-0.190647	-0.147035	-0.596292	0.402363	0.445474	-9.99681	
1429813410	459332	-4.66898	1.78895	-2.43213	-0.237201	0.160216	-0.581936	0.335303	0.483794	-10.0112	
1429813410	510328	-4.66351	1.79816	-2.45987	-0.00831042	0.411352	-0.443651	0.359253	0.507744	-9.92975	
1429813410	559293	-4.65865	1.8056	-2.49112	-0.0407863	0.362633	-0.524256	0.411943	0.421523	-10.0303	
1429813410	610257	-4.6507	1.80408	-2.50846	-0.0636475	-0.269138	-0.643169	0.340093	0.445474	-9.88664	
1429813410	659312	-4.6464	1.79653	-2.53643	-0.0124243	0.315644	-0.448181	0.407153	0.455054	-10.016	
1429813410	709407	-4.6505	1.79401	-2.5558	-0.0297754	-0.10885	-0.277537	0.373623	0.421523	-9.91538	
1429813410	759413	-4.64637	1.80322	-2.56184	-0.156783	0.0966363	0.0770838	0.407153	0.483794	-10.016	
1429813410	809599	-4.63919	1.81704	-2.57058	0.0293335	0.346696	-0.27459	0.373623	0.402363	-10.0351	
1429813410	859327	-4.62986	1.82362	-2.58861	-0.0824331	0.639157	-0.483814	0.335303	0.431104	-9.94891	
1429813410	909441	-4.62052	1.81476	-2.60996	0.0643831	0.210784	-0.612727	0.373623	0.488584	-10.0543	
1429813410	959365	-4.61062	1.81313	-2.63037	0.22972	-0.260536	-0.0891683	0.431104	0.479004	-10.0256	
1429813411	9561	-4.60223	1.80225	-2.64031	-0.026052	-0.367518	-0.382986	0.411943	0.488584	-9.98244	
1429813411	59375	-4.60525	1.81423	-2.65055	0.000132548	0.0340264	-0.174265	0.373623	0.502954	-10.0447	
1429813411	110434	-4.60693	1.82301	-2.66429	-0.357061	0.135003	-0.350516	0.344883	0.455054	-9.98723	
1429813411	159388	-4.60997	1.82077	-2.67341	0.113224	-0.131945	-0.353275	0.383203	0.474214	-10.0735	
1429813411	210480	-4.60128	1.81719	-2.6866	0.0910618	-0.143315	-0.179795	0.397573	0.493374	-10.0399	
1429813411	259404	-4.60251	1.815	-2.69625	0.00773668	0.0290271	-0.151669	0.421523	0.464634	-10.0303	
1429813411	309448	-4.59784	1.82561	-2.70357	-0.190027	-0.00141358	-0.0498871	0.383203	0.455054	-10.0687	
1429813411	359301	-4.59371	1.82898	-2.71798	0.293491	0.218343	-0.337789	0.325723	0.464634	-9.95849	
1429813411	409423	-4.59001	1.82659	-2.72806	0.234305	0.216654	-0.132655	0.397573	0.498164	-9.99681	
1429813411	459383	-4.59586	1.82381	-2.74557	-0.0777474	0.0108734	-0.407102	0.364043	0.464634	-9.96328	
1429813411	509371	-4.59509	1.82632	-2.75697	0.168194	0.257398	-0.318465	0.373623	0.517324	-9.94891	
1429813411	560559	-4.58625	1.83197	-2.7709	0.15339	-0.0219753	-0.237279	0.335303	0.512534	-9.90101	
1429813411	609507	-4.586	1.83228	-2.78524	0.383861	-0.0812028	-0.024771	0.440684	0.502954	-9.97286	
1429813411	659321	-4.57897	1.83886	-2.79163	0.300081	0.452858	-0.112371	0.407153	0.455054	-9.9537	
1429813411	709404	-4.5733	1.84116	-2.79561	-0.258279	-0.327737	-0.0573027	0.378413	0.464634	-10.0351	
1429813411	759332	-4.57116	1.84214	-2.79776	-0.0348079	0.200306	-0.154695	0.316143	0.498164	-10.0926	
1429813411	809478	-4.56955	1.83155	-2.8041	-0.233988	0.0953526	-0.305331	0.383203	0.507744	-10.0064	
1429813411	859310	-4.56343	1.82706	-2.7992	0.00291478	-0.190815	0.143823	0.387993	0.483794	-9.98723	
1429813411	909424	-4.55268	1.83601	-2.79811	0.219595	0.261772	-0.185715	0.383203	0.469424	-9.99681	
1429813411	959557	-4.54098	1.83692	-2.80151	0.129319	0.0531621	0.175673	0.330513	0.512534	-10.0303	
1429813412	9457	-4.53624	1.84257	-2.80337	0.275151	0.452912	0.0911492	0.426313	0.479004	-9.96807	
1429813412	59347	-4.52435	1.84826	-2.79963	0.691957	0.0377142	0.396309	0.349673	0.498164	-9.90101	
1429813412	109471	-4.51249	1.852	-2.79729	-0.0444028	0.0755045	-0.0388424	0.340093	0.502954	-9.98723	
1429813412	159367	-4.50718	1.83888	-2.79968	0.168637	-0.0680556	-0.0409849	0.364043	0.507744	-10.0016	
1429813412	209431	-4.50174	1.84012	-2.80071	-0.106713	-0.094904	-0.179379	0.416733	0.464634	-9.98723	
1429813412	259620	-4.49936	1.84231	-2.79859	-0.0553425	-0.291843	-0.112702	0.416733	0.469424	-10.0639	
1429813412	309427	-4.48681	1.84395	-2.78868	0.296372	-0.100213	0.185856	0.311353	0.450264	-10.0208	
1429813412	359456	-4.47081	1.83811	-2.7753	0.647406	0.147738	0.224501	0.373623	0.455054	-9.98723	
1429813412	409402	-4.46628	1.83618	-2.77301	-0.00310688	0.457174	0.174842	0.368833	0.450264	-9.92496	
1429813412	459294	-4.4547	1.84252	-2.76956	0.216487	0.117336	-0.0965228	0.378413	0.464634	-9.94412	
1429813412	509393	-4.45466	1.84317	-2.75971	-0.240673	-0.140408	0.0611254	0.373623	0.464634	-10.0447	
1429813412	559309	-4.45993	1.85485	-2.75338	0.169792	-0.0917505	0.383376	0.440684	0.459844	-10.0208	
1429813412	609498	-4.45854	1.85666	-2.74832	-0.374183	0.200737	0.213498	0.383203	0.502954	-10.0256	
1429813412	659316	-4.44741	1.85736	-2.74483	0.192724	-0.275467	0.0527819	0.316143	0.455054	-9.97765	
1429813412	709382	-4.441	1.85192	-2.73764	0.402894	0.516465	0.306246	0.407153	0.450264	-10.0591	
1429813412	759349	-4.43532	1.86513	-2.72656	-0.00122965	0.257286	0.219003	0.402363	0.507744	-9.96328	
1429813412	809417	-4.43482	1.8683	-2.72364	-0.0306695	0.0593401	0.251292	0.411943	0.440684	-9.97765	
1429813412	859234	-4.42546	1.87117	-2.71414	0.433928	0.239607	0.163577	0.368833	0.450264	-10.0016	
1429813412	909381	-4.4183	1.86659	-2.70225	0.260083	-0.098044	0.434851	0.320933	0.421523	-9.98723	
1429813412	959234	-4.40861	1.85593	-2.68464	0.981874	-0.369295	0.520128	0.349673	0.546064	-9.94891	
1429813413	9373	-4.39486	1.8547	-2.68562	0.749109	-0.15824	0.200094	0.340093	0.411943	-9.99681	
1429813413	59242	-4.39705	1.85483	-2.67986	0.383736	-0.169044	0.117836	0.383203	0.469424	-10.0208	
1429813413	110207	-4.39063	1.85698	-2.67345	0.0405585	0.164061	0.129088	0.416733	0.498164	-9.92975	
1429813413	159313	-4.3825	1.87011	-2.66789	0.0303277	0.0312161	0.164443	0.397573	0.402363	-9.99202	
1429813413	209425	-4.37349	1.87147	-2.65006	-0.11337	-0.251084	0.453884	0.368833	0.493374	-10.0543	
1429813413	259312	-4.37236	1.87047	-2.64652	0.0549952	0.0227906	0.0722625	0.354463	0.502954	-9.99681	
1429813413	309389	-4.36438	1.86066	-2.63747	-0.156265	-0.389804	0.158168	0.431104	0.407153	-10.0878	
1429813413	359294	-4.35535	1.87717	-2.62664	0.0991174	0.0499523	0.268727	0.397573	0.512534	-9.97765	
1429813413	409537	-4.35211	1.88017	-2.6184	0.243274	0.394838	0.291892	0.325723	0.555645	-9.9537	
1429813413	459578	-4.33926	1.87827	-2.61307	0.472577	-0.0381587	0.200454	0.387993	0.455054	-9.97765	
1429813413	509614	-4.32337	1.8806	-2.61316	0.162874	0.021145	0.187715	0.368833	0.507744	-9.95849	
1429813413	559609	-4.31905	1.87754	-2.61409	0.151024	-0.263784	-0.00533414	0.392783	0.435894	-10.0208	
1429813413	609390	-4.30013	1.88692	-2.60336	0.44257	0.162066	0.319157	0.335303	0.426313	-9.97765	
1429813413	659264	-4.29228	1.88384	-2.5892	0.109415	0.237682	0.263472	0.335303	0.435894	-9.9537	
1429813413	709301	-4.29488	1.87671	-2.57259	0.0668242	-0.480884	0.465977	0.450264	0.402363	-9.92496	
1429813413	759247	-4.29521	1.88945	-2.55771	-0.415182	0.398296	0.44669	0.392783	0.416733	-9.99681	
1429813413	809317	-4.28339	1.89303	-2.54456	0.249884	-0.229241	-0.0873364	0.354463	0.483794	-9.98723	
1429813413	859275	-4.2741	1.88546	-2.52683	0.487723	0.122407	0.297163	0.373623	0.474214	-9.96328	
1429813413	909414	-4.2723	1.88668	-2.51717	-0.0312707	-0.03364	0.0674238	0.397573	0.526904	-10.0064	
1429813413	959288	-4.28141	1.8945	-2.51213	-0.237767	0.120832	0.268836	0.469424	0.474214	-10.016	
1429813414	9334	-4.25866	1.89727	-2.49777	0.165736	-0.244074	0.340796	0.364043	0.474214	-10.0351	
1429813414	59312	-4.25392	1.89154	-2.48367	-0.334747	-0.145469	0.338744	0.364043	0.502954	-9.98723	
1429813414	109477	-4.24321	1.90049	-2.47023	0.819134	0.263657	0.58282	0.407153	0.502954	-9.92496	
1429813414	159318	-4.24131	1.9034	-2.46221	-0.103569	0.0325242	0.081295	0.383203	0.502954	-9.96807	
1429813414	209392	-4.23714	1.90708	-2.4469	0.192216	0.0317111	0.39017	0.364043	0.469424	-10.0016	
1429813414	259294	-4.22132	1.91424	-2.43785	0.245082	0.4929	0.164326	0.440684	0.426313	-10.0112	
1429813414	309395	-4.21207	1.92447	-2.41711	0.27898	-0.260189	0.386812	0.440684	0.493374	-10.0208	
1429813414	359278	-4.21677	1.92779	-2.39945	-0.335404	0.333398	0.609389	0.407153	0.517324	-9.94412	
1429813414	409345	-4.21751	1.92178	-2.37791	-0.111142	-0.39823	0.41581	0.368833	0.450264	-9.99681	
1429813414	459296	-4.21048	1.91449	-2.3641	0.00237157	-0.0329464	0.224153	0.392783	0.435894	-9.98723	
1429813414	509361	-4.19804	1.92245	-2.34215	0.0510273	0.413963	0.193571	0.397573	0.479004	-9.95849	
1429813414	559335	-4.19802	1.91783	-2.33072	0.0573147	-0.451167	0.0438294	0.407153	0.445474	-9.96807	
1429813414	609707	-4.19702	1.92534	-2.33093	0.393529	0.151706	-0.109395	0.392783	0.474214	-9.93454	
1429813414	659305	-4.19062	1.92387	-2.31882	0.306044	0.35511	0.280086	0.373623	0.512534	-9.99202	
1429813414	709415	-4.18909	1.93153	-2.30735	0.25827	0.128724	0.336737	0.387993	0.502954	-10.0878	
1429813414	759330	-4.18115	1.92539	-2.29593	0.167942	0.204545	0.248011	0.344883	0.459844	-10.0064	
1429813414	809399	-4.16767	1.93471	-2.28181	0.536917	0.228506	0.285685	0.407153	0.445474	-9.93454	
1429813414	859310	-4.16635	1.95201	-2.27091	-0.328245	0.432396	0.0402979	0.416733	0.483794	-10.016	
1429813414	909414	-4.15913	1.96434	-2.25886	0.399424	0.173386	0.163675	0.435894	0.479004	-10.0639	
1429813414	959253	-4.15562	1.95704	-2.2585	-0.102467	-0.591738	0.0461684	0.416733	0.488584	-9.95849	
1429813415	9423	-4.14916	1.95917	-2.24763	-0.143978	0.484087	0.352448	0.354463	0.479004	-10.0399	
1429813415	59319	-4.14024	1.94566	-2.23767	-0.00300101	-0.357267	0.0293866	0.316143	0.435894	-9.94891	
1429813415	109459	-4.1338	1.9437	-2.21935	0.042922	0.425291	0.151165	0.431104	0.445474	-10.0016	
1429813415	159279	-4.1227	1.94144	-2.21061	0.242857	-0.235397	0.0783584	0.387993	0.459844	-10.0495	
1429813415	209397	-4.1216	1.93749	-2.20121	-0.22823	-0.238935	0.442546	0.392783	0.464634	-9.92975	
1429813415	259388	-4.10479	1.93538	-2.19245	0.474754	-0.0413648	0.188745	0.373623	0.411943	-9.99681	
1429813415	309407	-4.09624	1.935	-2.19125	-0.0405965	-0.196022	0.146115	0.387993	0.455054	-10.0256	
1429813415	359309	-4.09134	1.92888	-2.18288	0.163566	0.137649	0.114606	0.392783	0.459844	-9.99202	
1429813415	409398	-4.09414	1.93294	-2.17314	-0.16796	0.227501	0.132012	0.402363	0.464634	-10.0256	
1429813415	459359	-4.08665	1.9231	-2.16216	0.108292	-0.342549	0.0576106	0.364043	0.488584	-10.0351	
1429813415	509320	-4.08754	1.93025	-2.14369	0.136414	0.373354	0.331845	0.411943	0.479004	-9.98723	
1429813415	559389	-4.08387	1.92812	-2.13727	0.141146	0.110068	0.147328	0.416733	0.455054	-9.89622	
1429813415	609402	-4.08109	1.9362	-2.12925	0.336362	-0.042762	0.363551	0.387993	0.402363	-9.97286	
1429813415	659316	-4.07973	1.93574	-2.12146	-0.00562125	-0.100771	0.0186678	0.364043	0.479004	-9.97286	
1429813415	709351	-4.07126	1.93173	-2.10786	0.518532	-0.307992	0.2348	0.416733	0.416733	-9.92017	
1429813415	759305	-4.06756	1.92851	-2.09661	-0.456646	-0.243475	0.217469	0.373623	0.479004	-9.98723	
1429813415	809352	-4.06032	1.92371	-2.08413	0.283849	-0.495073	0.385174	0.383203	0.455054	-9.93454	
1429813415	859346	-4.05818	1.92271	-2.07388	0.337686	-0.110922	-0.0918862	0.359253	0.455054	-9.99681	
1429813415	909403	-4.05565	1.93162	-2.06018	-0.109753	0.132633	0.494804	0.378413	0.483794	-9.93933	
1429813415	959421	-4.05715	1.92679	-2.04769	0.266697	0.0415929	0.229134	0.364043	0.479004	-9.96807	
1429813416	9390	-4.04888	1.9267	-2.03576	0.346885	0.417812	-0.184938	0.373623	0.450264	-9.9537	
1429813416	59372	-4.04268	1.92007	-2.03541	-0.00151523	-0.286522	0.100503	0.407153	0.493374	-9.96807	
1429813416	109475	-4.04698	1.92122	-2.01856	-0.0162083	-0.375959	0.250494	0.387993	0.488584	-10.0351	
1429813416	159353	-4.03812	1.91651	-2.0147	-0.318022	-0.0780213	-0.0429402	0.354463	0.526904	-9.96807	
1429813416	209425	-4.04363	1.92045	-2.00612	0.139612	0.0464015	0.0577042	0.364043	0.479004	-9.98723	
1429813416	259377	-4.04321	1.92227	-1.99287	-0.278236	0.194617	0.148556	0.402363	0.431104	-9.99202	
1429813416	309330	-4.03561	1.91777	-1.98147	-0.0603883	-0.430677	0.0797818	0.387993	0.512534	-9.96328	
1429813416	359313	-4.03403	1.91643	-1.96679	-0.0696214	0.269811	0.271714	0.364043	0.445474	-9.9537	
1429813416	409340	-4.02694	1.91421	-1.96337	0.518475	0.263866	-0.0179055	0.397573	0.488584	-9.99681	
1429813416	459399	-4.02367	1.92	-1.95682	0.187199	0.0596579	-0.0289843	0.387993	0.512534	-9.97286	
1429813416	509391	-4.0158	1.91814	-1.94635	-0.253653	0.0901147	0.153797	0.387993	0.431104	-10.0256	
1429813416	559328	-4.00367	1.91892	-1.93591	-0.138665	-0.111824	0.343848	0.349673	0.435894	-10.0208	
1429813416	609413	-3.99993	1.92402	-1.92958	-0.170983	0.277643	0.000525017	0.359253	0.526904	-9.95849	
1429813416	659389	-3.99899	1.92132	-1.91656	-0.191632	-0.103832	0.37417	0.426313	0.464634	-9.92496	
1429813416	709410	-3.99048	1.91988	-1.90567	0.23496	-0.0574232	0.127497	0.359253	0.488584	-9.9058	
1429813416	759343	-3.99604	1.9271	-1.90263	-0.291982	-0.202577	0.239259	0.416733	0.431104	-9.97765	
1429813416	809385	-3.98907	1.92096	-1.89276	0.0478047	-0.47898	0.429822	0.378413	0.507744	-10.0543	
1429813416	859411	-3.98404	1.92682	-1.87673	0.220285	0.11216	0.428716	0.402363	0.483794	-10.0016	
1429813416	909444	-3.98209	1.92496	-1.86268	0.0138675	-0.195489	0.367826	0.349673	0.493374	-9.94891	
1429813416	959351	-3.96613	1.91996	-1.85385	0.39479	0.219736	0.0641885	0.392783	0.474214	-9.89622	
1429813417	9383	-3.96037	1.9241	-1.84334	-0.0590133	-0.167523	0.427564	0.354463	0.440684	-9.96807	
1429813417	59388	-3.95566	1.91864	-1.8476	-0.125261	0.237645	-0.264841	0.325723	0.445474	-10.0064	
1429813417	110304	-3.94472	1.92644	-1.83502	0.439322	0.317321	0.29475	0.387993	0.455054	-10.0735	
1429813417	159346	-3.93604	1.93184	-1.82207	-0.175783	-0.1937	0.284077	0.368833	0.483794	-9.93933	
1429813417	209415	-3.93849	1.92666	-1.80613	-0.30989	0.0162537	0.304461	0.383203	0.440684	-9.93454	
1429813417	259489	-3.93867	1.93389	-1.79772	0.118772	0.113367	0.0630935	0.431104	0.459844	-9.9537	
1429813417	309260	-3.94052	1.93163	-1.77921	-0.194557	-0.245048	0.233023	0.354463	0.459844	-9.97765	
1429813417	359267	-3.93229	1.92516	-1.76307	0.22763	-0.090857	0.203261	0.426313	0.464634	-9.91059	
1429813417	409331	-3.93115	1.93649	-1.73709	-0.206723	0.429313	0.373553	0.368833	0.450264	-10.0016	
1429813417	459416	-3.92925	1.93099	-1.72584	0.20024	-0.392422	0.231139	0.383203	0.435894	-9.92975	
1429813417	509310	-3.92395	1.93438	-1.71339	0.0444311	0.0197743	0.637274	0.287402	0.464634	-10.0351	
1429813417	559298	-3.91236	1.92937	-1.69785	0.524527	0.230372	-0.115414	0.392783	0.488584	-9.92975	
1429813417	609510	-3.91488	1.93601	-1.68447	-0.136064	0.134311	0.0704197	0.340093	0.445474	-9.99202	
1429813417	659344	-3.9088	1.92976	-1.67497	0.274739	-0.314779	0.507547	0.392783	0.450264	-10.0112	
1429813417	709415	-3.90928	1.93599	-1.66639	0.199622	-0.325129	0.0448527	0.383203	0.435894	-9.97286	
1429813417	759276	-3.89501	1.93507	-1.66174	0.168798	-0.17591	0.164709	0.354463	0.464634	-9.93454	
1429813417	809398	-3.89493	1.93383	-1.65364	-0.00579702	0.220332	0.327197	0.402363	0.416733	-9.98244	
1429813417	859334	-3.88607	1.93319	-1.64222	0.0617875	-0.196224	0.0434541	0.407153	0.479004	-9.98723	
1429813417	909269	-3.8831	1.93211	-1.63125	0.247783	-0.0323957	0.284799	0.373623	0.450264	-10.0256	
1429813417	959208	-3.88326	1.93378	-1.62017	-0.447059	0.148944	0.468071	0.373623	0.445474	-9.96328	
1429813418	9274	-3.88721	1.93499	-1.61786	-0.154146	0.17513	-0.14967	0.335303	0.469424	-10.0399	
1429813418	59270	-3.87503	1.92829	-1.60776	0.518212	-0.0449727	0.485435	0.335303	0.469424	-9.95849	
1429813418	110483	-3.87659	1.92909	-1.59762	-0.523682	-0.0748556	0.291349	0.364043	0.498164	-10.083	
1429813418	159251	-3.87544	1.9341	-1.59465	0.231371	0.196751	0.122252	0.397573	0.426313	-10.0016	
1429813418	209547	-3.87643	1.93591	-1.59314	-0.425006	0.233623	0.277866	0.392783	0.469424	-9.97765	
1429813418	259282	-3.86123	1.93537	-1.58431	0.079858	0.00563112	0.289205	0.392783	0.507744	-10.0639	
1429813418	309500	-3.86217	1.94517	-1.57941	-0.201613	-0.216752	0.228109	0.378413	0.431104	-9.9537	
1429813418	359281	-3.84006	1.94933	-1.57252	0.28161	-0.148439	0.243512	0.330513	0.469424	-9.97765	
1429813418	409345	-3.83208	1.93861	-1.5557	0.144505	0.118098	0.495783	0.316143	0.469424	-10.0399	
1429813418	459545	-3.8233	1.93667	-1.54132	-0.235178	0.455845	0.29639	0.383203	0.493374	-9.95849	
1429813418	509615	-3.82342	1.94781	-1.53642	-0.201999	0.129813	0.0744594	0.426313	0.435894	-10.0639	
1429813418	559599	-3.81388	1.95633	-1.53168	-0.229925	0.214302	0.132157	0.359253	0.464634	-9.90101	
1429813418	609714	-3.818	1.95805	-1.52457	-0.167062	0.096979	0.081672	0.316143	0.546064	-10.0016	
1429813418	659256	-3.82831	1.95197	-1.52182	-0.371235	0.0808139	0.0467469	0.344883	0.455054	-10.0016	
1429813418	709265	-3.81761	1.94538	-1.51302	0.0390633	-0.0760936	-0.00768756	0.359253	0.483794	-9.95849	
1429813418	759244	-3.80798	1.94334	-1.50879	0.0107198	-0.0569682	0.241568	0.397573	0.507744	-9.98723	
1429813418	809313	-3.80441	1.94906	-1.50539	-0.320115	0.326409	0.0355224	0.349673	0.483794	-10.0447	
1429813418	859280	-3.79527	1.95308	-1.49806	0.147567	0.163877	0.340074	0.368833	0.445474	-10.0016	
