time_s	time_us	phi_deg	theta_deg	psi_deg	p_deg_s	q_deg_s	r_deg_s	ax_ms2	ay_ms2	az_ms2	
1429805943	408456	-0.0284849	-0.0321881	-0.759915	-1.12406	-0.934719	-74.7124	-0.00479004	0.0479004	-10.3848	
1429805943	458505	-0.0826891	-0.0728832	-4.44371	-1.04246	-1.08685	-73.3666	0.0383203	0.0526904	-10.3417	
1429805943	508495	-0.132561	-0.108521	-8.00625	-1.05843	-0.291107	-70.189	0.0143701	0.0335303	-10.3034	
1429805943	558520	-0.190472	-0.136778	-11.4402	-1.52262	-0.431637	-67.615	0.0622705	0.0862207	-10.4135	
1429805943	608528	-0.258101	-0.157988	-14.7345	-1.53963	0.21055	-65.1864	0.0191602	0.0958008	-10.2746	
1429805943	658573	-0.310777	-0.169224	-17.9038	-0.953936	0.229597	-62.3778	0.0239502	0.153281	-10.4135	
1429805943	708529	-0.376687	-0.195778	-20.9109	-1.39936	-0.582636	-59.0553	0.0670606	0	-10.3992	
1429805943	758544	-0.418574	-0.214105	-23.7892	-1.10201	0.239872	-56.3546	0.0479004	0.105381	-10.4614	
1429805943	808557	-0.47242	-0.231478	-26.515	-1.28226	0.579339	-53.4647	0.0239502	0.110171	-10.3369	
1429805943	858961	-0.520497	-0.259257	-29.1138	-1.83501	-0.224107	-50.7184	0.00958008	0.114961	-10.3417	
1429805943	908441	-0.562218	-0.27853	-31.5716	-0.896337	-0.134587	-47.9754	0.0526904	0.0958008	-10.3034	
1429805943	958525	-0.609442	-0.292284	-33.8808	-1.31457	-0.0952435	-45.2156	0.0335303	0.158071	-10.404	
1429805944	8469	-0.64209	-0.296773	-36.0608	-0.960662	0.375588	-43.0413	0.0479004	0.114961	-10.4375	
1429805944	58573	-0.681446	-0.298043	-38.1362	-0.983714	0.3776	-40.282	-0.00479004	0.0958008	-10.4471	
1429805944	108563	-0.726751	-0.31025	-40.0708	-0.866715	0.0476799	-38.0757	0.0287402	0.138911	-10.3561	
1429805944	158496	-0.773822	-0.314666	-41.9032	-1.1826	0.413368	-35.6368	0.0718506	0.114961	-10.3513	
1429805944	208495	-0.814338	-0.317169	-43.6214	-1.1373	0.224906	-33.4379	0.0766406	0.0910107	-10.3225	
1429805944	259327	-0.844119	-0.323704	-45.2389	-0.923712	0.270254	-31.5506	-0.00479004	0.0670606	-10.3896	
1429805944	308523	-0.875906	-0.329001	-46.7552	-0.8788	0.55311	-29.9771	0.0191602	0.0526904	-10.3561	
1429805944	358537	-0.901897	-0.346476	-48.1794	-0.83964	-0.194823	-27.8129	0.0143701	0.0526904	-10.404	
1429805944	408523	-0.920445	-0.363753	-49.5145	-0.695094	0.0108684	-25.9266	0.0431104	0.0958008	-10.3992	
1429805944	458624	-0.939214	-0.375429	-50.7688	-0.948067	0.374147	-24.2403	0.0335303	0.0718506	-10.3992	
1429805944	508561	-0.955081	-0.388927	-51.9519	-0.340335	0.222205	-23.3878	0.0287402	0.0574805	-10.4183	
1429805944	558572	-0.963805	-0.397572	-53.069	-0.398736	0.354649	-21.7048	0.0479004	0.100591	-10.4758	
1429805944	608567	-0.973984	-0.410806	-54.0948	-0.396319	-0.095596	-19.9935	0.0143701	0.0287402	-10.3513	
1429805944	658611	-0.990371	-0.421954	-55.0683	-0.423021	0.0418573	-19.123	0.0287402	0.0766406	-10.4327	
1429805944	708506	-1.01365	-0.436914	-55.9855	-0.777768	-0.0414206	-18.0606	0.0431104	0.0814307	-10.3561	
1429805944	758548	-1.03922	-0.452772	-56.85	-0.671689	-0.113567	-16.7808	0.0191602	0.110171	-10.3944	
1429805944	808525	-1.0459	-0.468548	-57.6584	-0.147816	0.00801491	-15.7713	0.0479004	0.129331	-10.3752	
1429805944	858932	-1.04939	-0.476188	-58.4205	-0.295641	0.040922	-14.7899	0.0335303	0.110171	-10.4088	
1429805944	908535	-1.05061	-0.492993	-59.1317	0.223569	-0.144361	-14.0902	0.0431104	0.105381	-10.404	
1429805944	958577	-1.03861	-0.5041	-59.796	-0.116505	0.155704	-13.3402	0.0431104	0.0335303	-10.3848	
1429805945	8556	-1.01847	-0.516035	-60.4167	0.252398	-0.155923	-12.3315	0.00479004	0.110171	-10.4471	
1429805945	58565	-1.00047	-0.530153	-61.0112	0.444539	0.300105	-11.3885	0.0191602	0.119751	-10.3752	
1429805945	108612	-1.0077	-0.539211	-61.5675	0.0122887	0.206853	-11.2718	0.0670606	0.0862207	-10.3034	
1429805945	158521	-0.997867	-0.549751	-62.1007	0.401711	0.147353	-10.2341	-0.00479004	0.0766406	-10.404	
1429805945	208572	-0.988515	-0.556652	-62.5811	0.156498	-0.337381	-9.26547	-0.0143701	0.110171	-10.3656	
1429805945	258516	-0.986586	-0.56989	-63.049	-0.0617576	0.170668	-9.13175	0.0862207	0.138911	-10.3609	
1429805945	308674	-0.986634	-0.575831	-63.4913	-0.294033	-0.1887	-8.84828	0.0670606	0.105381	-10.4279	
1429805945	358577	-0.991384	-0.582871	-63.9062	-0.0186129	-0.0712271	-8.37301	0.0910107	0.114961	-10.3609	
1429805945	408548	-0.999861	-0.577168	-64.3033	-0.596756	0.532011	-7.61885	-0.0143701	0.0718506	-10.3992	
1429805945	458590	-0.984014	-0.583989	-64.6781	0.412115	-0.45224	-6.82727	0.0670606	0.110171	-10.3465	
1429805945	508501	-0.973108	-0.57634	-65.037	-0.109524	0.111223	-7.0926	0.0766406	0.119751	-10.3704	
1429805945	558577	-0.961359	-0.574748	-65.3626	0.112726	0.262354	-6.25337	0.0239502	0.129331	-10.4567	
1429805945	608555	-0.944003	-0.586037	-65.6727	0.393429	0.0301727	-6.2761	0.00958008	0.0814307	-10.3896	
1429805945	658639	-0.925898	-0.584631	-65.97	0.24068	0.585975	-5.75308	0.00479004	0.100591	-10.3944	
1429805945	708575	-0.918274	-0.577591	-66.2493	0.305999	0.219246	-5.65964	0	0.114961	-10.3273	
1429805945	758538	-0.917919	-0.572008	-66.5352	-0.139376	0.212366	-5.89443	0.0910107	0.138911	-10.4088	
1429805945	808638	-0.918021	-0.567427	-66.7916	0.101286	-0.177232	-4.90671	0.0670606	0.114961	-10.4135	
1429805945	858795	-0.935716	-0.556513	-67.0382	-0.511516	0.0258649	-5.04654	0.0431104	0.0814307	-10.3034	
1429805945	908660	-0.935206	-0.548845	-67.2532	0.241457	0.593399	-3.73672	0.0191602	0.129331	-10.4375	
1429805945	958581	-0.941874	-0.54657	-67.4701	-0.954309	-0.27866	-4.66868	0.0718506	-0.00958008	-10.3944	
1429805946	8453	-0.936234	-0.541744	-67.6875	0.00167332	0.0687299	-4.40126	0.0958008	0.119751	-10.3752	
1429805946	58718	-0.9266	-0.52775	-67.8902	-0.130223	0.397576	-3.58408	0.0143701	0.0622705	-10.3704	
1429805946	108645	-0.925306	-0.51806	-68.0841	-0.683535	0.409424	-3.91267	-0.0239502	0.0718506	-10.3417	
1429805946	158474	-0.924105	-0.517718	-68.2626	-0.127436	0.13706	-3.16872	0.0143701	0.158071	-10.4135	
1429805946	208472	-0.942941	-0.51064	-68.4387	-0.0203685	0.173878	-3.48011	0.0526904	0.129331	-10.4375	
1429805946	258776	-0.956825	-0.508767	-68.6186	-0.0679236	-0.254551	-3.51711	0.0479004	0.100591	-10.404	
1429805946	308488	-0.96882	-0.500713	-68.7971	-0.0180745	0.140475	-3.39045	0.0239502	0.129331	-10.3417	
1429805946	358535	-0.99358	-0.4928	-68.9638	-0.163104	0.121564	-3.14052	0.0383203	0.0574805	-10.3656	
1429805946	408503	-1.01167	-0.505377	-69.1283	-0.568468	0.186328	-2.96659	0.0383203	0.0814307	-10.3944	
1429805946	458566	-1.0348	-0.506072	-69.279	-0.769503	-0.127786	-2.74332	0.0479004	0.100591	-10.3369	
1429805946	508495	-1.03491	-0.487675	-69.4296	-0.138396	0.856753	-3.06159	0	0.110171	-10.3944	
1429805946	558528	-1.03966	-0.479321	-69.5692	0.197953	0.595584	-2.66766	-0.0143701	0.134121	-10.3369	
1429805946	608516	-1.03804	-0.480446	-69.7066	0.233323	0.135316	-2.79216	0	0.100591	-10.3321	
1429805946	658548	-1.03243	-0.487879	-69.8468	0.478574	-0.560283	-2.94259	0.0143701	0.0718506	-10.3656	
1429805946	708450	-1.04023	-0.478381	-69.9804	0.070309	0.457369	-2.89955	0.0766406	0.129331	-10.4758	
1429805946	758504	-1.05665	-0.468737	-70.0996	-0.491821	0.358387	-2.44818	0.0191602	0.0814307	-10.4519	
1429805946	808423	-1.06805	-0.475258	-70.2243	-0.189499	0.0979152	-2.62968	0.0479004	0.134121	-10.4183	
1429805946	858785	-1.08824	-0.467505	-70.333	0.00752815	0.329987	-2.04044	0.0479004	0.0526904	-10.38	
1429805946	908864	-1.08916	-0.453303	-70.4601	-0.4454	0.0187806	-2.58516	0.0766406	0.148491	-10.3177	
1429805946	958787	-1.10476	-0.448961	-70.5749	-0.0185521	-0.125872	-1.96297	-0.00479004	0.114961	-10.3656	
1429805947	8839	-1.10062	-0.446783	-70.6931	0.303577	0.216123	-1.99093	0.0431104	0.0766406	-10.3752	
1429805947	58457	-1.09306	-0.443043	-70.7987	0.67945	-0.0372016	-2.27806	0.0239502	0.0862207	-10.3896	
1429805947	108635	-1.08712	-0.447992	-70.9052	0.577316	-0.121004	-2.08281	0.0431104	0.162861	-10.3944	
1429805947	158464	-1.08188	-0.466625	-70.9989	0.501662	-0.404985	-2.14912	0.0910107	0.100591	-10.3561	
1429805947	208478	-1.06848	-0.456459	-71.1108	0.156278	0.262642	-2.27676	0.0287402	0.129331	-10.3752	
1429805947	258803	-1.07386	-0.458276	-71.2151	-0.399863	0.180035	-1.94281	0.0862207	0.0383203	-10.4183	
1429805947	308492	-1.06472	-0.453124	-71.3151	-0.290561	-0.173825	-1.64553	-0.00958008	0.0910107	-10.404	
