time_s	time_us	ax	ay	az	gx	gy	gz	mx	my	mz	pressure	temp	runtime_average_ms	
1429814524	24493	-1903	7	45	1195	-24	-17	644	10	154	1002.45	28.23	0	
1429814524	124483	-1908	17	68	1196	-16	-20	643	23	145	1002.38	28.23	0	
1429814524	224488	-1908	5	54	1196	-15	-29	641	40	131	1002.37	28.23	0	
1429814524	324498	-1903	-8	40	1200	-15	-19	643	53	120	1002.54	28.24	0	
1429814524	424523	-1892	-2	57	1194	-9	-13	643	64	106	1002.41	28.25	0	
1429814524	524531	-1901	1	45	1197	-3	-11	641	77	92	1002.55	28.25	0	
1429814524	624548	-1620	379	209	1298	-47	16	645	86	78	1002.44	28.22	0	
1429814524	724583	-1895	348	188	1165	59	60	644	96	64	1002.49	28.23	0	
1429814524	824517	-1848	151	-20	1236	6	-24	641	103	48	1002.47	28.24	0	
1429814524	924530	-1805	-50	-10	1215	-36	-45	642	112	30	1002.53	28.25	0	
1429814525	24535	-1850	-22	27	1198	-27	-37	642	116	13	1002.52	28.25	3.4499	
1429814525	124549	-1879	76	76	1208	-19	-5	639	121	-3	1002.38	28.25	3.4499	
1429814525	224537	-1899	19	49	1203	-18	5	645	125	-22	1002.48	28.25	3.4499	
1429814525	324566	-1869	-41	78	1209	-35	-15	642	123	-41	1002.53	28.23	3.4499	
1429814525	424521	-1898	-28	93	1202	-46	-32	639	126	-58	1002.45	28.25	3.4499	
1429814525	524534	-1915	30	110	1200	-37	-29	641	123	-77	1002.53	28.25	3.4499	
1429814525	624538	-1940	14	102	1193	-25	-10	640	123	-96	1002.52	28.25	3.4499	
1429814525	724559	-1901	-18	93	1200	-22	5	637	120	-112	1002.52	28.26	3.4499	
1429814525	824539	-1898	-19	84	1195	-34	14	642	113	-128	1002.47	28.26	3.4499	
1429814525	924576	-1887	20	78	1191	-37	-11	640	106	-146	1002.53	28.25	3.4499	
1429814526	24525	-1897	42	65	1188	-17	-26	639	97	-163	1002.54	28.26	3.48891	
1429814526	124529	-1892	2	60	1184	-15	-27	637	90	-176	1002.47	28.26	3.48891	
1429814526	224454	-1880	-23	47	1181	-18	-7	642	80	-192	1002.4	28.26	3.48891	
1429814526	324528	-1910	6	61	1183	-13	4	639	68	-207	1002.49	28.27	3.48891	
1429814526	424490	-1905	28	3	1180	-10	-10	640	55	-221	1002.48	28.26	3.48891	
1429814526	524525	-1894	7	38	1178	-12	-36	640	43	-234	1002.47	28.28	3.48891	
1429814526	624528	-1917	-18	25	1177	-26	-49	638	30	-243	1002.39	28.27	3.48891	
1429814526	724547	-1912	-4	23	1167	-19	-36	638	19	-254	1002.48	28.26	3.48891	
1429814526	824515	-1910	26	23	1167	-13	-19	638	4	-264	1002.48	28.28	3.48891	
1429814526	924535	-1898	14	11	1162	-11	-15	638	-15	-273	1002.45	28.28	3.48891	
1429814527	24531	-1905	-3	37	1156	-36	-30	637	-30	-282	1002.43	28.28	3.49666	
1429814527	124516	-1894	-7	41	1161	-41	-44	638	-45	-288	1002.39	28.28	3.49666	
1429814527	224515	-1905	9	30	1154	-26	-29	637	-63	-293	1002.44	28.28	3.49666	
1429814527	324503	-1915	11	51	1155	-12	-7	636	-81	-298	1002.35	28.29	3.49666	
1429814527	424500	-1888	3	50	1142	-31	2	636	-98	-302	1002.41	28.28	3.49666	
1429814527	524520	-1897	1	55	1147	-48	-5	637	-118	-305	1002.39	28.29	3.49666	
1429814527	624514	-1893	1	58	1142	-30	-19	636	-136	-307	1002.48	28.3	3.49666	
1429814527	724497	-1912	2	49	1135	-4	-11	636	-153	-306	1002.48	28.3	3.49666	
1429814527	824488	-1905	12	53	1128	-8	-6	635	-172	-302	1002.42	28.31	3.49666	
1429814527	924493	-1884	10	51	1128	-30	4	637	-190	-301	1002.25	28.3	3.49666	
1429814528	24451	-1905	5	60	1127	-29	3	636	-207	-298	1002.34	28.3	3.49127	
1429814528	124464	-1915	16	70	1124	-6	-15	636	-225	-296	1002.4	28.3	3.49127	
1429814528	224662	-1911	24	50	1118	-3	-30	638	-244	-286	1002.36	28.3	3.49127	
1429814528	324539	-1901	-3	41	1119	-20	-30	638	-259	-280	1002.38	28.31	3.49127	
1429814528	424481	-1911	2	33	1112	-27	-18	635	-273	-273	1002.35	28.31	3.49127	
1429814528	524481	-1899	2	66	1108	-17	-13	636	-290	-264	1002.32	28.31	3.49127	
1429814528	624473	-1896	12	41	1107	-19	-23	638	-303	-256	1002.3	28.3	3.49127	
1429814528	724467	-1902	0	27	1107	-33	-39	636	-317	-246	1002.34	28.3	3.49127	
1429814528	824516	-1903	-6	37	1102	-32	-48	637	-332	-235	1002.43	28.31	3.49127	
1429814528	924528	-1906	-3	34	1101	-18	-28	636	-342	-222	1002.36	28.31	3.49127	
1429814529	24478	-1905	2	56	1096	-29	-9	636	-353	-210	1002.31	28.31	3.52716	
1429814529	124481	-1901	12	33	1100	-40	-9	639	-362	-198	1002.25	28.3	3.52716	
1429814529	224594	-1893	-3	32	1098	-37	-13	640	-373	-184	1002.24	28.31	3.52716	
1429814529	324502	-1907	11	47	1089	-18	-31	637	-381	-172	1002.32	28.31	3.52716	
1429814529	424533	-1909	3	45	1084	-21	-25	638	-387	-157	1002.28	28.31	3.52716	
1429814529	524590	-1889	2	34	1085	-36	-13	639	-396	-139	1002.35	28.31	3.52716	
1429814529	624505	-2082	-110	-111	1130	-67	-4	641	-399	-125	1002.33	28.31	3.52716	
1429814529	724533	-1949	-202	-33	1095	20	-39	639	-406	-111	1002.23	28.31	3.52716	
1429814529	824520	-1836	109	162	1047	29	-25	640	-412	-94	1002.26	28.32	3.52716	
1429814529	924535	-1995	84	15	1078	0	-32	638	-413	-78	1002.32	28.31	3.52716	
1429814530	24520	-1920	-63	18	1056	-24	-27	639	-413	-62	1002.31	28.31	3.49227	
1429814530	124529	-1895	-67	15	1065	1	-2	640	-414	-44	1002.39	28.31	3.49227	
1429814530	224541	-1884	12	11	1061	9	7	640	-414	-28	1002.35	28.31	3.49227	
1429814530	324564	-1902	80	28	1056	-24	3	638	-412	-12	1002.26	28.3	3.49227	
1429814530	424521	-1888	18	11	1054	-33	-31	640	-411	3	1002.32	28.31	3.49227	
1429814530	524526	-1894	-45	27	1053	-22	-51	641	-407	20	1002.32	28.31	3.49227	
1429814530	624534	-1899	-12	26	1046	-20	-28	641	-400	34	1002.35	28.31	3.49227	
1429814530	724550	-1921	56	28	1041	-35	3	641	-394	49	1002.39	28.29	3.49227	
1429814530	824560	-1897	10	33	1032	-42	12	641	-388	63	1002.24	28.31	3.49227	
1429814530	924572	-1900	-24	27	1036	-32	-11	640	-380	76	1002.27	28.31	3.49227	
1429814531	24527	-1917	-21	51	1025	-43	-46	642	-373	88	1002.3	28.3	3.49521	
1429814531	124491	-1920	35	53	1016	-46	-33	641	-362	103	1002.47	28.31	3.49521	
1429814531	224465	-1917	20	73	1021	-36	-3	641	-352	112	1002.29	28.3	3.49521	
1429814531	324485	-1899	-17	57	1012	-18	14	642	-342	123	1002.42	28.31	3.49521	
1429814531	424537	-1891	-19	59	1015	-22	-2	641	-330	135	1002.23	28.31	3.49521	
1429814531	524513	-1890	17	50	1014	-46	-30	641	-319	146	1002.33	28.3	3.49521	
1429814531	624653	-1901	27	64	1005	-38	-43	642	-306	152	1002.34	28.3	3.49521	
1429814531	724538	-1902	6	47	996	-6	-23	642	-294	161	1002.4	28.3	3.49521	
1429814531	824519	-1890	-11	64	1002	1	3	641	-278	169	1002.31	28.31	3.49521	
1429814531	924529	-1895	9	51	1008	-16	4	644	-265	178	1002.36	28.29	3.49521	
1429814532	24501	-1896	40	54	998	-36	-35	641	-252	183	1002.42	28.29	3.47647	
1429814532	124519	-1917	6	54	990	-19	-52	641	-234	189	1002.28	28.29	3.47647	
1429814532	224500	-1905	-13	32	990	-1	-41	643	-218	194	1002.35	28.29	3.47647	
1429814532	324513	-1903	-8	31	994	-12	-12	643	-203	198	1002.35	28.29	3.47647	
1429814532	424505	-1897	19	39	990	-28	-4	641	-186	202	1002.33	28.3	3.47647	
1429814532	524520	-1918	30	40	983	-33	-29	644	-170	203	1002.37	28.3	3.47647	
1429814532	624529	-1913	8	44	990	-11	-44	643	-157	204	1002.4	28.3	3.47647	
1429814532	724552	-1889	-16	44	983	-8	-33	642	-140	205	1002.37	28.28	3.47647	
1429814532	824492	-1906	15	34	982	-16	-5	644	-123	202	1002.36	28.29	3.47647	
