time_s	time_us	ch_0	ch_1	ch_2	ch_3	ped_us	col_us	lon_us	lat_us	err_count
1429813804	944264	0	0	0	0	0	0	0	0	0
1429813805	44260	0	0	0	0	0	0	0	0	0
1429813805	144265	0	0	0	0	0	0	0	0	0
1429813805	244267	0	0	0	0	0	0	0	0	0
1429813805	344274	0	0	0	0	0	0	0	0	0
1429813805	444268	0	0	0	0	0	0	0	0	0
1429813805	544270	0	0	0	0	0	0	0	0	0
1429813805	644292	0	0	0	0	0	0	0	0	0
1429813805	744266	0	0	0	0	0	0	0	0	0
1429813805	844275	0	0	0	0	0	0	0	0	0
1429813805	944270	0	0	0	0	0	0	0	0	0
1429813806	44286	0	0	0	0	0	0	0	0	0
1429813806	144282	0	0	0	0	0	0	0	0	0
1429813806	244278	0	0	0	0	0	0	0	0	0
1429813806	344286	0	0	0	0	0	0	0	0	0
1429813806	444272	0	0	0	0	0	0	0	0	0
1429813806	544275	0	0	0	0	0	0	0	0	0
1429813806	644255	0	0	0	0	0	0	0	0	0
1429813806	744273	0	0	0	0	0	0	0	0	0
1429813806	844272	0	0	0	0	0	0	0	0	0
1429813806	944269	0	0	0	0	0	0	0	0	0
1429813807	44264	0	0	0	0	0	0	0	0	0
1429813807	144277	0	0	0	0	0	0	0	0	0
1429813807	244303	0	0	0	0	0	0	0	0	0
1429813807	344329	0	0	0	0	0	0	0	0	0
1429813807	444315	0	0	0	0	0	0	0	0	0
1429813807	544302	0	0	0	0	0	0	0	0	0
1429813807	644310	0	0	0	0	0	0	0	0	0
1429813807	744311	0	0	0	0	0	0	0	0	0
1429813807	844317	0	0	0	0	0	0	0	0	0
1429813807	944321	0	0	0	0	0	0	0	0	0
1429813808	44316	0	0	0	0	0	0	0	0	0
1429813808	144306	0	0	0	0	0	0	0	0	0
1429813808	244407	0	0	0	0	0	0	0	0	0
1429813808	344318	0	0	0	0	0	0	0	0	0
1429813808	444282	0	0	0	0	0	0	0	0	0
1429813808	544333	0	0	0	0	0	0	0	0	0
1429813808	644260	0	0	0	0	0	0	0	0	0
1429813808	744275	0	0	0	0	0	0	0	0	0
1429813808	844281	0	0	0	0	0	0	0	0	0
1429813808	944270	0	0	0	0	0	0	0	0	0
1429813809	44267	0	0	0	0	0	0	0	0	0
1429813809	144281	0	0	0	0	0	0	0	0	0
1429813809	244267	0	0	0	0	0	0	0	0	0
1429813809	344257	0	0	0	0	0	0	0	0	0
1429813809	444267	0	0	0	0	0	0	0	0	0
1429813809	544271	0	0	0	0	0	0	0	0	0
1429813809	644260	0	0	0	0	0	0	0	0	0
1429813809	744249	0	0	0	0	0	0	0	0	0
1429813809	844264	0	0	0	0	0	0	0	0	0
1429813809	944263	0	0	0	0	0	0	0	0	0
1429813810	44264	0	0	0	0	0	0	0	0	0
1429813810	144264	0	0	0	0	0	0	0	0	0
1429813810	244262	0	0	0	0	0	0	0	0	0
1429813810	344250	0	0	0	0	0	0	0	0	0
1429813810	444299	0	0	0	0	0	0	0	0	0
1429813810	544260	0	0	0	0	0	0	0	0	0
1429813810	644257	0	0	0	0	0	0	0	0	0
1429813810	744269	0	0	0	0	0	0	0	0	0
1429813810	844271	0	0	0	0	0	0	0	0	0
1429813810	944265	0	0	0	0	0	0	0	0	0
1429813811	44252	0	0	0	0	0	0	0	0	0
1429813811	144259	0	0	0	0	0	0	0	0	0
1429813811	244265	0	0	0	0	0	0	0	0	0
1429813811	344275	0	0	0	0	0	0	0	0	0
1429813811	444278	0	0	0	0	0	0	0	0	0
1429813811	544267	0	0	0	0	0	0	0	0	0
1429813811	644254	0	0	0	0	0	0	0	0	0
1429813811	744278	0	0	0	0	0	0	0	0	0
1429813811	844277	0	0	0	0	0	0	0	0	0
1429813811	944273	0	0	0	0	0	0	0	0	0
1429813812	44272	0	0	0	0	0	0	0	0	0
1429813812	144274	0	0	0	0	0	0	0	0	0
1429813812	244292	0	0	0	0	0	0	0	0	0
1429813812	344300	0	0	0	0	0	0	0	0	0
1429813812	444317	0	0	0	0	0	0	0	0	0
1429813812	544306	0	0	0	0	0	0	0	0	0
1429813812	644308	0	0	0	0	0	0	0	0	0
1429813812	744311	0	0	0	0	0	0	0	0	0
1429813812	844309	0	0	0	0	0	0	0	0	0
1429813812	944319	0	0	0	0	0	0	0	0	0
1429813813	44337	0	0	0	0	0	0	0	0	0
1429813813	144342	0	0	0	0	0	0	0	0	0
1429813813	244416	0	0	0	0	0	0	0	0	0
1429813813	344323	0	0	0	0	0	0	0	0	0
1429813813	444313	0	0	0	0	0	0	0	0	0
1429813813	544291	0	0	0	0	0	0	0	0	0
1429813813	644274	0	0	0	0	0	0	0	0	0
1429813813	744282	0	0	0	0	0	0	0	0	0
1429813813	844267	0	0	0	0	0	0	0	0	0
1429813813	944273	0	0	0	0	0	0	0	0	0
1429813814	44268	0	0	0	0	0	0	0	0	0
1429813814	144289	0	0	0	0	0	0	0	0	0
1429813814	244269	0	0	0	0	0	0	0	0	0
1429813814	344266	0	0	0	0	0	0	0	0	0
1429813814	444268	0	0	0	0	0	0	0	0	0
1429813814	544265	0	0	0	0	0	0	0	0	0
1429813814	644268	0	0	0	0	0	0	0	0	0
1429813814	744272	0	0	0	0	0	0	0	0	0
1429813814	844255	0	0	0	0	0	0	0	0	0
1429813814	944260	0	0	0	0	0	0	0	0	0
1429813815	44283	0	0	0	0	0	0	0	0	0
1429813815	144273	0	0	0	0	0	0	0	0	0
1429813815	244267	0	0	0	0	0	0	0	0	0
1429813815	344265	0	0	0	0	0	0	0	0	0
1429813815	444265	0	0	0	0	0	0	0	0	0
1429813815	544274	0	0	0	0	0	0	0	0	0
1429813815	644281	0	0	0	0	0	0	0	0	0
1429813815	744288	0	0	0	0	0	0	0	0	0
